,age,body_type,diet,drinks,drugs,education,ethnicity,height,job,sign,smokes,chinese,english,german,hindi,italian,japanese,portuguese,russian,spanish,has kids,wants kids,likes dogs,likes cats,new_religion,k-proto-labels
9370,32.0,2.0,anything,2.0,never,graduated from college/university,hispanic / latin,66.0,executive / management,whatever,no,no,yes,no,no,no,no,yes,no,yes,yes,no,yes,yes,agnosticism,22
9371,29.0,5.0,anything,0.0,never,graduated from grad,black,69.0,education / academia,whatever,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,other,17
9372,39.0,5.0,anything,2.0,never,graduated from college/university,white,75.0,construction / craftsmanship,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,none,38
9373,40.0,5.0,anything,2.0,never,working on college/university,mixed,65.0,artistic / musical / writer,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,agnosticism,6
9374,29.0,5.0,anything,2.0,never,graduated from grad,white,75.0,science / tech / engineering,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,atheism,23
9375,30.0,5.0,anything,2.0,never,graduated from grad,black,66.0,science / tech / engineering,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,christianity,17
9376,29.0,2.0,anything,2.0,never,working on grad,white,62.0,student,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,13
9377,53.0,3.0,other,2.0,never,graduated from high school,mixed,62.0,clerical / administrative,does_not_matter,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,christianity,47
9378,44.0,5.0,anything,2.0,never,graduated from college/university,white,75.0,science / tech / engineering,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,other,28
9379,31.0,5.0,anything,3.0,never,graduated from high school,mixed,68.0,construction / craftsmanship,whatever,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,catholicism,40
9380,34.0,3.0,vegetarian,2.0,sometimes,graduated from college/university,white,69.0,education / academia,whatever,no,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,agnosticism,12
9381,34.0,3.0,anything,2.0,never,graduated from college/university,white,72.0,executive / management,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,44
9382,32.0,5.0,anything,2.0,never,graduated from college/university,asian,69.0,education / academia,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism,40
9383,32.0,5.0,anything,2.0,never,graduated from high school,white,72.0,artistic / musical / writer,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,atheism,44
9384,18.0,2.0,anything,0.0,never,working on college/university,hispanic / latin,62.0,student,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,catholicism,18
9385,30.0,3.0,anything,2.0,sometimes,graduated from college/university,asian,68.0,sales / marketing / biz dev,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,none,22
9386,30.0,2.0,anything,1.0,never,working on grad,white,64.0,other,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,judaism,34
9387,52.0,5.0,anything,2.0,sometimes,graduated from college/university,white,69.0,education / academia,does_not_matter,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,other,48
9388,25.0,2.0,anything,2.0,never,working on college/university,white,73.0,computer / hardware / software,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,25
9389,33.0,3.0,other,1.0,never,graduated from grad,mixed,64.0,medicine / health,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,judaism,46
9390,20.0,2.0,anything,2.0,never,working on college/university,mixed,59.0,student,whatever,no,no,yes,no,no,no,no,no,no,yes,no,yes,yes,yes,atheism,18
9391,34.0,3.0,anything,1.0,never,working on college/university,mixed,65.0,clerical / administrative,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,christianity,46
9392,26.0,3.0,anything,2.0,never,graduated from college/university,white,65.0,other,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,catholicism,49
9393,28.0,5.0,anything,2.0,sometimes,graduated from college/university,white,72.0,science / tech / engineering,does_not_matter,trying to quit,no,yes,no,no,no,no,no,no,no,no,no,no,no,agnosticism,0
9394,27.0,2.0,anything,2.0,never,graduated from high school,hispanic / latin,66.0,artistic / musical / writer,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,49
9395,24.0,5.0,anything,2.0,never,working on grad,white,62.0,science / tech / engineering,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,3
9396,29.0,5.0,anything,2.0,never,graduated from college/university,white,68.0,executive / management,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,17
9397,33.0,3.0,anything,2.0,never,graduated from college/university,white,66.0,other,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,other,12
9398,41.0,4.0,anything,2.0,never,graduated from college/university,asian,65.0,medicine / health,whatever,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,christianity,6
9399,26.0,5.0,anything,2.0,never,space camp,white,67.0,hospitality / travel,whatever,when drinking,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,other,37
9400,62.0,2.0,anything,1.0,never,graduated from high school,white,69.0,retired,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,christianity,7
9401,35.0,5.0,anything,2.0,sometimes,graduated from grad,asian,67.0,artistic / musical / writer,does_not_matter,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,christianity,12
9402,45.0,3.0,other,2.0,never,graduated from college/university,white,60.0,sales / marketing / biz dev,whatever,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,other,10
9403,36.0,5.0,anything,0.0,never,graduated from college/university,white,74.0,computer / hardware / software,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,none,16
9404,31.0,3.0,anything,2.0,never,graduated from grad,asian,60.0,executive / management,whatever,when drinking,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,catholicism,11
9405,23.0,4.0,anything,2.0,sometimes,graduated from college/university,asian,71.0,student,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,atheism,1
9406,27.0,3.0,other,3.0,never,graduated from high school,asian,70.0,unemployed,whatever,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,other,0
9407,31.0,3.0,anything,2.0,never,graduated from college/university,black,83.0,student,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,christianity,30
9408,23.0,3.0,anything,2.0,never,graduated from college/university,white,64.0,unemployed,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,none,41
9409,21.0,2.0,vegetarian,2.0,sometimes,working on college/university,white,66.0,student,whatever,sometimes,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,christianity,8
9410,41.0,5.0,anything,2.0,never,graduated from grad,mixed,74.0,science / tech / engineering,whatever,no,no,yes,no,no,yes,no,yes,no,yes,no,no,yes,yes,atheism,38
9411,54.0,4.0,vegetarian,1.0,never,graduated from grad,white,64.0,student,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,buddhism,47
9412,26.0,2.0,anything,2.0,sometimes,graduated from college/university,white,60.0,education / academia,whatever,when drinking,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,agnosticism,3
9413,28.0,4.0,anything,2.0,never,graduated from college/university,white,69.0,computer / hardware / software,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,atheism,37
9414,30.0,4.0,anything,2.0,sometimes,graduated from high school,asian,71.0,science / tech / engineering,does_not_matter,trying to quit,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,none,32
9415,53.0,4.0,anything,0.0,never,graduated from college/university,white,67.0,executive / management,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,other,48
9416,48.0,5.0,vegetarian,2.0,never,graduated from grad,white,69.0,science / tech / engineering,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,27
9417,27.0,2.0,anything,2.0,sometimes,graduated from college/university,white,75.0,other,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,atheism,25
9418,42.0,5.0,anything,2.0,never,graduated from college/university,white,70.0,science / tech / engineering,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,catholicism,39
9419,28.0,3.0,anything,2.0,sometimes,working on college/university,asian,68.0,banking / financial / real estate,whatever,when drinking,no,yes,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,37
9420,50.0,2.0,vegetarian,1.0,never,graduated from grad,white,66.0,other,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,buddhism,47
9421,29.0,5.0,anything,2.0,never,working on grad,indian,66.0,student,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,agnosticism,17
9422,18.0,3.0,other,0.0,never,graduated from high school,mixed,66.0,student,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,christianity,8
9423,37.0,5.0,anything,2.0,sometimes,graduated from college/university,mixed,67.0,entertainment / media,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,36
9424,30.0,5.0,anything,2.0,never,graduated from college/university,asian,68.0,entertainment / media,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,catholicism,17
9425,27.0,5.0,anything,2.0,never,graduated from grad,mixed,66.0,medicine / health,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,christianity,42
9426,41.0,3.0,anything,1.0,never,graduated from college/university,white,75.0,medicine / health,does_not_matter,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,christianity,38
9427,28.0,5.0,anything,2.0,sometimes,graduated from college/university,white,74.0,construction / craftsmanship,does_not_matter,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,agnosticism,25
9428,26.0,3.0,anything,2.0,sometimes,graduated from college/university,white,74.0,science / tech / engineering,does_not_matter,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,atheism,25
9429,20.0,2.0,vegetarian,0.0,never,working on college/university,white,65.0,student,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,other,8
9430,40.0,5.0,anything,2.0,never,graduated from high school,white,70.0,artistic / musical / writer,whatever,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,none,20
9431,33.0,3.0,anything,3.0,never,graduated from high school,white,68.0,computer / hardware / software,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,atheism,40
9432,31.0,3.0,anything,2.0,sometimes,working on grad,white,62.0,clerical / administrative,whatever,when drinking,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,11
9433,23.0,3.0,anything,2.0,sometimes,working on college/university,hispanic / latin,65.0,sales / marketing / biz dev,whatever,sometimes,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,catholicism,41
9434,22.0,5.0,anything,2.0,never,graduated from college/university,white,68.0,law / legal services,whatever,sometimes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,christianity,33
9435,25.0,3.0,anything,2.0,never,working on college/university,hispanic / latin,65.0,executive / management,whatever,sometimes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,none,49
9436,32.0,3.0,vegetarian,0.0,never,graduated from college/university,black,75.0,sales / marketing / biz dev,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,christianity,23
9437,21.0,5.0,vegetarian,2.0,sometimes,working on college/university,white,63.0,artistic / musical / writer,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,18
9438,27.0,5.0,anything,2.0,never,graduated from college/university,white,72.0,sales / marketing / biz dev,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,0
9439,26.0,3.0,anything,2.0,never,graduated from grad,asian,63.0,computer / hardware / software,whatever,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,agnosticism,3
9440,21.0,5.0,other,2.0,never,working on college/university,mixed,65.0,medicine / health,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,8
9441,35.0,2.0,anything,2.0,never,working on grad,asian,67.0,student,whatever,trying to quit,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,agnosticism,12
9442,23.0,3.0,anything,2.0,sometimes,working on grad,white,66.0,student,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,atheism,33
9443,21.0,4.0,anything,2.0,sometimes,working on college/university,mixed,67.0,education / academia,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism,8
9444,26.0,5.0,anything,2.0,never,graduated from college/university,mixed,75.0,hospitality / travel,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,none,25
9445,41.0,5.0,anything,1.0,sometimes,graduated from college/university,white,72.0,entertainment / media,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,buddhism,39
9446,36.0,3.0,anything,2.0,never,graduated from grad,white,69.0,artistic / musical / writer,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,atheism,14
9447,27.0,5.0,anything,2.0,never,graduated from college/university,white,72.0,banking / financial / real estate,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,catholicism,0
9448,27.0,3.0,anything,2.0,never,graduated from college/university,white,66.0,other,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,none,49
9449,26.0,6.0,anything,2.0,never,graduated from college/university,asian,67.0,artistic / musical / writer,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,christianity,42
9450,26.0,5.0,anything,2.0,never,graduated from college/university,mixed,73.0,computer / hardware / software,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,agnosticism,25
9451,24.0,3.0,other,2.0,never,graduated from college/university,white,70.0,science / tech / engineering,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,atheism,26
9452,43.0,4.0,anything,2.0,never,graduated from grad,white,65.0,education / academia,whatever,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,other,2
9453,31.0,5.0,anything,2.0,never,graduated from grad,white,68.0,medicine / health,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,christianity,40
9454,23.0,3.0,anything,1.0,never,graduated from college/university,asian,62.0,student,does_not_matter,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,none,3
9455,22.0,5.0,anything,2.0,never,working on college/university,white,73.0,computer / hardware / software,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,none,15
9456,50.0,4.0,vegetarian,2.0,never,graduated from grad,white,70.0,other,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,atheism,27
9457,28.0,5.0,anything,2.0,never,working on college/university,mixed,71.0,sales / marketing / biz dev,whatever,when drinking,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,christianity,0
9458,23.0,2.0,other,1.0,never,working on college/university,white,62.0,education / academia,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,other,3
9459,27.0,3.0,anything,2.0,never,working on college/university,white,71.0,sales / marketing / biz dev,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,none,0
9460,30.0,5.0,anything,2.0,never,working on grad,white,70.0,student,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,christianity,32
9461,26.0,3.0,anything,2.0,sometimes,graduated from college/university,middle eastern,72.0,executive / management,does_not_matter,sometimes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,atheism,0
9462,57.0,5.0,other,2.0,never,graduated from high school,white,74.0,other,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,christianity,7
9463,34.0,2.0,vegetarian,2.0,never,graduated from college/university,white,62.0,medicine / health,whatever,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,none,35
9464,54.0,5.0,anything,2.0,never,graduated from college/university,white,67.0,entertainment / media,whatever,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,buddhism,48
9465,41.0,4.0,anything,0.0,never,graduated from college/university,white,73.0,other,does_not_matter,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,atheism,38
9466,26.0,5.0,anything,2.0,never,graduated from college/university,white,71.0,computer / hardware / software,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,christianity,0
9467,22.0,3.0,anything,2.0,never,graduated from college/university,hispanic / latin,68.0,artistic / musical / writer,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,agnosticism,9
9468,45.0,2.0,anything,3.0,never,graduated from college/university,white,64.0,clerical / administrative,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,christianity,2
9469,26.0,4.0,anything,3.0,sometimes,graduated from college/university,white,70.0,artistic / musical / writer,whatever,sometimes,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,catholicism,0
9470,31.0,5.0,anything,1.0,never,space camp,black,69.0,sales / marketing / biz dev,does_not_matter,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,christianity,40
9471,33.0,5.0,anything,2.0,never,graduated from college/university,white,69.0,sales / marketing / biz dev,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,agnosticism,40
9472,35.0,5.0,anything,2.0,sometimes,graduated from high school,mixed,73.0,other,whatever,when drinking,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,none,16
9473,28.0,5.0,anything,2.0,never,graduated from grad,asian,68.0,science / tech / engineering,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,37
9474,30.0,3.0,anything,0.0,never,graduated from college/university,white,69.0,computer / hardware / software,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,atheism,32
9475,31.0,5.0,anything,1.0,never,graduated from grad,hispanic / latin,63.0,artistic / musical / writer,matters,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,catholicism,34
9476,41.0,2.0,vegetarian,2.0,never,graduated from grad,mixed,65.0,medicine / health,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,judaism,6
9477,26.0,3.0,anything,2.0,never,graduated from college/university,mixed,65.0,banking / financial / real estate,whatever,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,christianity,49
9478,29.0,3.0,anything,2.0,never,graduated from college/university,asian,60.0,student,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,buddhism,13
9479,24.0,2.0,anything,2.0,never,working on college/university,hispanic / latin,70.0,student,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,none,26
9480,28.0,3.0,anything,2.0,never,graduated from college/university,white,72.0,other,does_not_matter,sometimes,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,none,0
9481,25.0,3.0,anything,2.0,never,graduated from college/university,indian,67.0,science / tech / engineering,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,atheism,49
9482,31.0,5.0,anything,2.0,never,graduated from college/university,white,72.0,executive / management,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,23
9483,36.0,2.0,anything,2.0,never,graduated from college/university,hispanic / latin,66.0,other,whatever,no,no,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,catholicism,36
9484,31.0,3.0,anything,2.0,never,working on grad,asian,64.0,student,whatever,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,none,34
9485,42.0,5.0,anything,2.0,never,graduated from grad,white,67.0,law / legal services,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,christianity,24
9486,26.0,5.0,vegetarian,2.0,never,graduated from college/university,indian,69.0,banking / financial / real estate,whatever,sometimes,no,yes,no,no,no,no,no,no,no,no,no,no,no,hinduism.,37
9487,26.0,4.0,vegetarian,2.0,never,graduated from college/university,white,72.0,computer / hardware / software,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,0
9488,33.0,4.0,vegetarian,2.0,never,graduated from college/university,mixed,67.0,entertainment / media,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism,12
9489,36.0,3.0,anything,2.0,never,graduated from college/university,white,72.0,other,whatever,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,none,4
9490,46.0,5.0,anything,2.0,never,graduated from grad,white,74.0,medicine / health,whatever,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,none,28
9491,32.0,2.0,anything,2.0,never,graduated from college/university,asian,61.0,computer / hardware / software,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,none,11
9492,51.0,5.0,anything,2.0,never,graduated from grad,white,72.0,other,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,other,21
9493,21.0,3.0,anything,2.0,never,working on college/university,white,62.0,other,whatever,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,other,18
9494,28.0,5.0,anything,2.0,never,graduated from college/university,asian,68.0,entertainment / media,whatever,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,none,37
9495,34.0,5.0,anything,2.0,never,graduated from grad,mixed,68.0,banking / financial / real estate,whatever,sometimes,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,other,40
9496,27.0,3.0,anything,2.0,never,graduated from grad,white,69.0,education / academia,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,other,37
9497,32.0,5.0,anything,2.0,never,graduated from college/university,white,66.0,artistic / musical / writer,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,none,46
9498,56.0,5.0,other,2.0,never,graduated from grad,white,69.0,executive / management,whatever,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,christianity,48
9499,40.0,5.0,anything,2.0,never,graduated from college/university,white,67.0,artistic / musical / writer,whatever,trying to quit,no,yes,no,no,no,no,no,no,no,no,no,yes,no,christianity,20
9500,33.0,5.0,anything,2.0,never,graduated from grad,white,75.0,science / tech / engineering,whatever,no,no,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,atheism,16
9501,26.0,2.0,anything,2.0,never,space camp,mixed,72.0,science / tech / engineering,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,other,0
9502,36.0,5.0,anything,2.0,never,graduated from grad,asian,73.0,computer / hardware / software,whatever,no,yes,yes,no,no,no,no,no,no,yes,no,no,yes,no,agnosticism,16
9503,32.0,5.0,anything,2.0,never,graduated from grad,white,73.0,entertainment / media,whatever,sometimes,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,none,23
9504,56.0,5.0,vegetarian,1.0,never,graduated from college/university,white,73.0,other,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,other,7
9505,22.0,4.0,anything,2.0,never,working on college/university,white,64.0,student,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,atheism,41
9506,27.0,3.0,anything,2.0,sometimes,graduated from college/university,white,65.0,artistic / musical / writer,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,49
9507,29.0,5.0,anything,1.0,never,graduated from college/university,white,75.0,science / tech / engineering,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,none,25
9508,31.0,5.0,anything,2.0,never,graduated from college/university,asian,71.0,banking / financial / real estate,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,none,32
9509,24.0,5.0,anything,2.0,sometimes,working on college/university,hispanic / latin,68.0,other,whatever,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,christianity,33
9510,23.0,3.0,anything,3.0,sometimes,graduated from college/university,white,68.0,science / tech / engineering,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,atheism,26
9511,35.0,3.0,anything,2.0,never,graduated from grad,asian,69.0,other,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,none,12
9512,48.0,5.0,anything,1.0,never,graduated from grad,white,72.0,computer / hardware / software,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,other,28
9513,34.0,1.0,anything,2.0,sometimes,graduated from college/university,white,73.0,clerical / administrative,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,44
9514,51.0,5.0,other,2.0,never,graduated from grad,white,71.0,law / legal services,whatever,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,agnosticism,21
9515,26.0,5.0,anything,2.0,never,graduated from college/university,white,68.0,science / tech / engineering,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,agnosticism,37
9516,25.0,5.0,anything,2.0,sometimes,working on college/university,white,71.0,student,does_not_matter,when drinking,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,other,1
9517,24.0,3.0,anything,5.0,sometimes,working on college/university,white,72.0,other,whatever,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,1
9518,32.0,5.0,anything,2.0,never,working on college/university,hispanic / latin,71.0,other,whatever,no,no,yes,no,no,no,no,no,no,yes,no,yes,yes,yes,other,44
9519,22.0,2.0,anything,2.0,sometimes,working on college/university,mixed,67.0,student,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,christianity,8
9520,30.0,4.0,anything,0.0,never,graduated from high school,mixed,68.0,artistic / musical / writer,whatever,yes,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,other,17
9521,27.0,5.0,anything,0.0,never,graduated from college/university,white,76.0,computer / hardware / software,whatever,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,none,25
9522,36.0,2.0,anything,2.0,never,graduated from college/university,white,64.0,medicine / health,whatever,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,christianity,35
9523,25.0,3.0,anything,2.0,never,graduated from college/university,black,62.0,banking / financial / real estate,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,3
9524,28.0,4.0,vegan,0.0,never,graduated from college/university,white,70.0,artistic / musical / writer,does_not_matter,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,none,0
9525,33.0,5.0,anything,1.0,never,working on grad,asian,63.0,education / academia,whatever,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,christianity,46
9526,33.0,3.0,other,2.0,never,space camp,hispanic / latin,64.0,other,matters,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,catholicism,35
9527,23.0,3.0,anything,2.0,never,working on college/university,mixed,68.0,student,does_not_matter,when drinking,no,yes,no,no,no,no,no,no,no,no,no,yes,no,hinduism.,26
9528,65.0,5.0,vegetarian,2.0,never,graduated from grad,white,65.0,education / academia,does_not_matter,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,judaism,45
9529,28.0,5.0,anything,0.0,never,graduated from college/university,white,75.0,science / tech / engineering,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,catholicism,25
9530,23.0,5.0,anything,1.0,sometimes,graduated from high school,white,70.0,other,whatever,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,other,26
9531,27.0,4.0,anything,2.0,never,graduated from college/university,white,68.0,other,does_not_matter,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,agnosticism,37
9532,52.0,3.0,anything,2.0,never,graduated from college/university,white,71.0,executive / management,whatever,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,christianity,21
9533,27.0,3.0,anything,1.0,never,graduated from grad,mixed,69.0,education / academia,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,none,37
9534,24.0,5.0,anything,2.0,never,graduated from high school,white,63.0,computer / hardware / software,whatever,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,catholicism,3
9535,33.0,2.0,anything,1.0,never,graduated from college/university,asian,67.0,executive / management,whatever,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,christianity,12
