,age,body_type,diet,drinks,drugs,education,ethnicity,height,job,sign,smokes,arabic,chinese,english,german,hindi,italian,japanese,korean,portuguese,russian,spanish,turkish,has kids,wants kids,likes dogs,likes cats,new_religion,k proto labels,k-proto-labels
7378,56.0,5.0,vegetarian,2.0,never,graduated from grad,white,68.0,education / academia,does_not_matter,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,judaism,35,35
7379,46.0,5.0,anything,0.0,never,working on college/university,mixed,72.0,construction / craftsmanship,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism,6,6
7380,36.0,3.0,anything,2.0,never,graduated from grad,white,69.0,computer / hardware / software,does_not_matter,no,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,atheism,9,9
7381,30.0,3.0,anything,2.0,never,graduated from high school,asian,73.0,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism,27,27
7382,28.0,2.0,vegetarian,2.0,sometimes,space camp,mixed,62.0,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,atheism,36,36
7383,23.0,5.0,anything,2.0,sometimes,graduated from college/university,white,65.0,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,atheism,15,15
7384,29.0,5.0,anything,0.0,never,graduated from college/university,hispanic / latin,67.0,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,catholicism,44,44
7385,49.0,3.0,anything,2.0,never,graduated from college/university,white,66.0,transportation,whatever,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,other,48,48
7386,30.0,4.0,anything,1.0,never,working on grad,black,68.0,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,christianity,44,44
7387,32.0,3.0,anything,2.0,sometimes,graduated from college/university,white,76.0,student,matters,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,buddhism,0,0
7388,59.0,5.0,vegetarian,0.0,never,graduated from college/university,asian,61.0,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,buddhism,5,5
7389,27.0,3.0,anything,2.0,never,graduated from college/university,asian,67.0,banking / financial / real estate,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,22,22
7390,31.0,3.0,other,2.0,never,graduated from college/university,asian,63.0,sales / marketing / biz dev,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,24,24
7391,19.0,5.0,anything,2.0,never,working on college/university,white,71.0,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,christianity,49,49
7392,20.0,3.0,anything,2.0,sometimes,working on college/university,white,68.0,education / academia,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,10,10
7393,26.0,3.0,anything,2.0,never,graduated from college/university,asian,69.0,banking / financial / real estate,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,none,22,22
7394,29.0,4.0,anything,1.0,never,graduated from college/university,white,66.0,hospitality / travel,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity,39,39
7395,27.0,3.0,vegetarian,2.0,never,graduated from college/university,mixed,63.0,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,1,1
7396,24.0,3.0,anything,2.0,never,working on college/university,mixed,67.0,other,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,none,34,34
7397,18.0,3.0,anything,3.0,often,working on high school,hispanic / latin,65.0,other,whatever,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,catholicism,2,2
7398,23.0,5.0,anything,3.0,never,working on college/university,white,64.0,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,buddhism,15,15
7399,30.0,5.0,anything,2.0,never,space camp,white,68.0,banking / financial / real estate,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,christianity,44,44
7400,28.0,3.0,anything,1.0,never,working on grad,white,66.0,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,39,39
7401,39.0,5.0,anything,2.0,never,graduated from grad,white,75.0,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,17,17
7402,23.0,5.0,anything,2.0,never,graduated from college/university,white,68.0,sales / marketing / biz dev,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,15,15
7403,43.0,3.0,anything,2.0,never,graduated from college/university,white,64.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,catholicism,11,11
7404,57.0,5.0,vegetarian,2.0,sometimes,graduated from college/university,white,65.0,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,judaism,35,35
7405,33.0,4.0,anything,2.0,never,graduated from grad,white,65.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,none,43,43
7406,49.0,3.0,anything,2.0,never,graduated from college/university,white,71.0,political / government,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,atheism,29,29
7407,21.0,2.0,anything,2.0,never,working on college/university,hispanic / latin,61.0,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,catholicism,23,23
7408,51.0,3.0,vegetarian,2.0,never,graduated from grad,black,70.0,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,christianity,29,29
7409,42.0,3.0,anything,2.0,never,dropped out of high school,white,68.0,medicine / health,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,other,37,37
7410,35.0,3.0,anything,0.0,never,graduated from college/university,white,74.0,computer / hardware / software,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,none,30,30
7411,42.0,2.0,anything,1.0,never,graduated from college/university,white,63.0,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,11,11
7412,23.0,5.0,anything,2.0,never,working on college/university,white,74.0,banking / financial / real estate,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,judaism,32,32
7413,49.0,5.0,anything,1.0,never,graduated from high school,white,68.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,none,38,38
7414,28.0,4.0,anything,2.0,never,graduated from high school,mixed,67.0,entertainment / media,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,none,39,39
7415,35.0,5.0,anything,2.0,sometimes,graduated from college/university,white,70.0,artistic / musical / writer,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,atheism,25,25
7416,39.0,5.0,anything,2.0,never,graduated from college/university,white,70.0,executive / management,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,40,40
7417,34.0,5.0,anything,2.0,never,graduated from college/university,white,68.0,education / academia,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism,25,25
7418,49.0,2.0,anything,2.0,sometimes,space camp,white,67.0,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,atheism,38,38
7419,50.0,5.0,anything,2.0,never,graduated from college/university,middle eastern,72.0,banking / financial / real estate,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,other,29,29
7420,21.0,3.0,anything,2.0,never,working on college/university,white,65.0,other,whatever,sometimes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,none,2,2
7421,26.0,3.0,anything,2.0,sometimes,graduated from college/university,white,64.0,other,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,other,1,1
7422,27.0,5.0,vegetarian,1.0,sometimes,graduated from college/university,white,66.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,46,46
7423,27.0,5.0,anything,2.0,never,graduated from college/university,asian,70.0,sales / marketing / biz dev,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,atheism,13,13
7424,43.0,4.0,anything,2.0,never,graduated from college/university,hispanic / latin,63.0,law / legal services,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,yes,no,other,11,11
7425,27.0,3.0,anything,2.0,never,graduated from college/university,white,63.0,entertainment / media,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,1,1
7426,29.0,5.0,anything,2.0,never,graduated from grad,white,70.0,education / academia,does_not_matter,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity,18,18
7427,28.0,5.0,other,2.0,never,graduated from college/university,indian,70.0,artistic / musical / writer,whatever,sometimes,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,hinduism.,18,18
7428,21.0,4.0,anything,2.0,sometimes,graduated from college/university,asian,60.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,none,23,23
7429,59.0,5.0,anything,2.0,never,graduated from college/university,white,68.0,banking / financial / real estate,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,catholicism,4,4
7430,27.0,4.0,anything,2.0,sometimes,space camp,white,73.0,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,26,26
7431,52.0,3.0,anything,2.0,never,graduated from college/university,white,72.0,executive / management,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,agnosticism,29,29
7432,33.0,5.0,vegan,2.0,never,graduated from college/university,white,63.0,executive / management,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,judaism,24,24
7433,25.0,4.0,anything,2.0,often,working on college/university,white,72.0,executive / management,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,26,26
7434,24.0,3.0,anything,3.0,never,working on grad,asian,67.0,student,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,atheism,34,34
7435,61.0,3.0,anything,3.0,never,graduated from grad,asian,70.0,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,agnosticism,4,4
7436,42.0,5.0,vegetarian,2.0,never,graduated from college/university,mixed,63.0,banking / financial / real estate,whatever,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,yes,no,yes,yes,other,11,11
7437,28.0,4.0,vegetarian,1.0,sometimes,graduated from college/university,white,66.0,law / legal services,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,39,39
7438,30.0,5.0,anything,2.0,sometimes,working on grad,white,72.0,other,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,other,27,27
7439,57.0,2.0,anything,2.0,never,graduated from college/university,white,68.0,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,4,4
7440,25.0,5.0,anything,2.0,never,graduated from college/university,white,72.0,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,26,26
7441,21.0,3.0,anything,1.0,never,graduated from college/university,mixed,66.0,artistic / musical / writer,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,2,2
7442,27.0,4.0,vegetarian,3.0,never,working on grad,white,72.0,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,26,26
7443,28.0,5.0,anything,1.0,never,graduated from college/university,white,68.0,banking / financial / real estate,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,other,13,13
7444,20.0,3.0,anything,2.0,never,graduated from high school,white,70.0,other,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,10,10
7445,41.0,5.0,anything,0.0,never,working on college/university,hispanic / latin,68.0,banking / financial / real estate,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,40,40
7446,43.0,5.0,vegetarian,2.0,sometimes,graduated from grad,white,74.0,computer / hardware / software,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,atheism,31,31
7447,28.0,3.0,anything,2.0,never,graduated from college/university,mixed,64.0,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,1,1
7448,28.0,5.0,anything,2.0,never,graduated from high school,white,70.0,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,none,18,18
7449,26.0,3.0,anything,2.0,never,working on college/university,mixed,72.0,hospitality / travel,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,agnosticism,26,26
7450,53.0,3.0,other,1.0,never,graduated from college/university,mixed,66.0,science / tech / engineering,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,judaism,35,35
7451,26.0,1.0,anything,2.0,never,graduated from high school,asian,65.0,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,christianity,34,34
7452,26.0,5.0,anything,2.0,sometimes,graduated from college/university,white,68.0,science / tech / engineering,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism,13,13
7453,27.0,3.0,vegetarian,2.0,never,graduated from college/university,mixed,66.0,entertainment / media,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,39,39
7454,26.0,2.0,anything,3.0,sometimes,graduated from college/university,white,65.0,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,34,34
7455,26.0,2.0,anything,4.0,often,working on college/university,white,68.0,unemployed,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,judaism,22,22
7456,28.0,3.0,anything,2.0,never,graduated from grad,asian,65.0,science / tech / engineering,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,39,39
7457,27.0,4.0,anything,2.0,never,working on college/university,hispanic / latin,62.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,none,1,1
7458,37.0,3.0,anything,3.0,sometimes,space camp,white,70.0,hospitality / travel,does_not_matter,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity,9,9
7459,32.0,5.0,anything,1.0,never,graduated from college/university,white,71.0,banking / financial / real estate,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity,27,27
7460,20.0,2.0,anything,2.0,never,working on college/university,mixed,67.0,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,catholicism,10,10
7461,23.0,5.0,anything,2.0,never,graduated from college/university,white,75.0,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,33,33
7462,21.0,2.0,anything,2.0,never,working on college/university,white,64.0,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,2,2
7463,22.0,4.0,other,2.0,never,graduated from high school,mixed,65.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,christianity,15,15
7464,20.0,3.0,anything,0.0,never,graduated from college/university,white,69.0,science / tech / engineering,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,agnosticism,10,10
7465,34.0,5.0,anything,1.0,never,graduated from college/university,mixed,70.0,other,whatever,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,christianity,25,25
7466,43.0,5.0,anything,2.0,sometimes,graduated from college/university,white,70.0,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,atheism,6,6
7467,38.0,4.0,anything,2.0,never,graduated from grad,white,64.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,28,28
7468,23.0,2.0,vegetarian,5.0,sometimes,graduated from college/university,mixed,65.0,medicine / health,matters,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,agnosticism,34,34
7469,36.0,2.0,anything,2.0,never,graduated from college/university,mixed,67.0,transportation,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,atheism,47,47
7470,62.0,5.0,anything,2.0,never,graduated from college/university,white,71.0,computer / hardware / software,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,agnosticism,4,4
7471,32.0,3.0,anything,2.0,never,graduated from college/university,asian,63.0,executive / management,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,atheism,24,24
7472,25.0,4.0,anything,2.0,never,graduated from college/university,indian,63.0,executive / management,whatever,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,other,19,19
7473,32.0,5.0,anything,3.0,sometimes,space camp,white,68.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,45,45
7474,27.0,5.0,anything,2.0,never,graduated from grad,hispanic / latin,68.0,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,christianity,13,13
7475,34.0,5.0,anything,2.0,never,graduated from college/university,asian,70.0,medicine / health,does_not_matter,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,yes,yes,catholicism,25,25
7476,27.0,4.0,anything,2.0,never,graduated from grad,white,64.0,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,atheism,1,1
7477,37.0,2.0,anything,1.0,never,working on grad,black,64.0,clerical / administrative,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other,28,28
7478,26.0,5.0,anything,2.0,sometimes,working on college/university,white,66.0,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,46,46
7479,25.0,3.0,anything,2.0,never,working on college/university,white,64.0,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,none,1,1
7480,27.0,5.0,anything,2.0,never,working on college/university,black,70.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,christianity,13,13
7481,28.0,5.0,anything,2.0,sometimes,graduated from college/university,white,72.0,other,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,other,26,26
7482,30.0,5.0,anything,2.0,never,graduated from college/university,asian,65.0,science / tech / engineering,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,44,44
7483,24.0,5.0,anything,2.0,sometimes,working on college/university,mixed,67.0,hospitality / travel,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,other,46,46
7484,25.0,5.0,anything,2.0,never,graduated from college/university,white,66.0,science / tech / engineering,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,46,46
7485,49.0,2.0,anything,2.0,never,graduated from college/university,white,63.0,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,other,48,48
7486,22.0,2.0,anything,2.0,sometimes,dropped out of high school,white,75.0,banking / financial / real estate,whatever,sometimes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,yes,yes,other,32,32
7487,32.0,5.0,other,2.0,never,graduated from high school,mixed,74.0,hospitality / travel,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,other,0,0
7488,25.0,5.0,anything,2.0,never,graduated from college/university,white,69.0,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,judaism,3,3
7489,27.0,1.0,anything,2.0,never,working on college/university,asian,77.0,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,buddhism,7,7
7490,28.0,3.0,anything,1.0,sometimes,graduated from high school,mixed,66.0,clerical / administrative,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,39,39
7491,25.0,5.0,anything,2.0,never,graduated from college/university,white,71.0,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,26,26
7492,34.0,4.0,anything,2.0,never,graduated from grad,white,66.0,medicine / health,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,12,12
7493,30.0,3.0,anything,2.0,never,working on college/university,asian,64.0,science / tech / engineering,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism,24,24
7494,43.0,5.0,anything,2.0,never,graduated from grad,white,75.0,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,other,31,31
7495,38.0,4.0,vegan,1.0,never,graduated from college/university,white,69.0,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,other,9,9
7496,46.0,3.0,anything,2.0,never,graduated from college/university,white,70.0,science / tech / engineering,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,catholicism,6,6
7497,22.0,2.0,anything,2.0,never,working on college/university,white,65.0,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,judaism,2,2
7498,24.0,3.0,anything,2.0,never,graduated from college/university,white,74.0,banking / financial / real estate,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,atheism,33,33
7499,56.0,2.0,anything,2.0,never,graduated from grad,white,69.0,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,buddhism,4,4
7500,23.0,5.0,anything,2.0,sometimes,graduated from college/university,white,72.0,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,14,14
7501,32.0,3.0,vegetarian,3.0,never,graduated from college/university,mixed,65.0,executive / management,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,43,43
7502,23.0,3.0,anything,1.0,never,working on high school,hispanic / latin,72.0,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,christianity,14,14
7503,33.0,5.0,other,2.0,never,graduated from college/university,mixed,66.0,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,catholicism,12,12
7504,19.0,5.0,anything,2.0,never,graduated from high school,asian,69.0,student,whatever,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,christianity,10,10
7505,18.0,4.0,anything,2.0,sometimes,working on college/university,asian,62.0,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,none,2,2
7506,32.0,4.0,vegetarian,2.0,never,graduated from grad,white,64.0,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,none,24,24
7507,29.0,3.0,anything,2.0,sometimes,graduated from college/university,white,70.0,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,18,18
7508,22.0,5.0,vegetarian,2.0,never,graduated from college/university,white,62.0,artistic / musical / writer,whatever,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,other,23,23
7509,28.0,3.0,vegetarian,2.0,never,graduated from grad,white,67.0,law / legal services,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,atheism,39,39
7510,25.0,5.0,vegetarian,2.0,never,graduated from college/university,black,76.0,medicine / health,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,33,33
7511,26.0,5.0,vegetarian,2.0,sometimes,graduated from college/university,white,72.0,education / academia,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,atheism,26,26
7512,50.0,5.0,anything,2.0,never,graduated from college/university,white,70.0,executive / management,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism,29,29
7513,44.0,5.0,anything,2.0,never,graduated from grad,white,74.0,construction / craftsmanship,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,buddhism,31,31
7514,48.0,5.0,anything,2.0,never,graduated from grad,mixed,71.0,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,none,38,38
7515,24.0,2.0,anything,2.0,sometimes,graduated from college/university,white,65.0,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,buddhism,34,34
7516,33.0,3.0,anything,2.0,never,space camp,white,68.0,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,25,25
7517,28.0,3.0,other,2.0,sometimes,graduated from college/university,white,74.0,entertainment / media,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity,7,7
7518,28.0,5.0,vegetarian,0.0,never,working on college/university,white,73.0,political / government,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,7,7
7519,34.0,4.0,anything,2.0,never,graduated from grad,white,65.0,artistic / musical / writer,whatever,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,atheism,12,12
7520,30.0,5.0,anything,3.0,sometimes,graduated from college/university,white,67.0,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,44,44
7521,41.0,2.0,anything,2.0,never,graduated from college/university,white,71.0,executive / management,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,40,40
7522,23.0,5.0,anything,2.0,never,graduated from college/university,asian,69.0,sales / marketing / biz dev,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,3,3
7523,34.0,2.0,other,0.0,never,graduated from high school,white,59.0,unemployed,matters,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,christianity,42,42
7524,27.0,5.0,anything,2.0,never,working on grad,white,67.0,science / tech / engineering,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,13,13
7525,30.0,4.0,anything,2.0,never,graduated from grad,asian,65.0,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,39,39
7526,32.0,2.0,anything,2.0,never,working on college/university,hispanic / latin,66.0,clerical / administrative,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,christianity,43,43
7527,19.0,3.0,anything,2.0,never,working on college/university,white,68.0,student,whatever,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,atheism,10,10
7528,38.0,5.0,vegetarian,2.0,never,graduated from college/university,white,66.0,construction / craftsmanship,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,none,41,41
7529,61.0,3.0,anything,2.0,never,graduated from college/university,white,66.0,sales / marketing / biz dev,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,atheism,5,5
