,Unnamed: 0,age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,job,location,sign,smokes,arabic,chinese,english,german,hindi,italian,japanese,korean,portuguese,russian,spanish,turkish,has kids,wants kids,likes dogs,likes cats,new_religion
13299,37933,23,single,m,straight,5,other,0,never,graduated from college/university,white,74.0,sales / marketing / biz dev,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,agnosticism
4240,12121,26,single,f,straight,5,vegetarian,2,sometimes,graduated from college/university,white,64.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,other
15280,43662,37,single,m,straight,5,vegetarian,2,never,graduated from grad,white,70.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,judaism
3784,10747,25,single,m,straight,5,vegetarian,2,sometimes,graduated from college/university,white,69.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,none
9040,25811,31,single,f,straight,5,anything,2,never,graduated from college/university,white,69.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
11273,32132,22,single,f,bisexual,5,vegetarian,2,sometimes,graduated from college/university,black,69.0,hospitality / travel,A,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
13788,39301,34,single,m,straight,5,anything,2,never,graduated from college/university,asian,68.0,banking / financial / real estate,A,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,other
12474,35607,26,single,f,straight,2,anything,2,never,graduated from college/university,mixed,64.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,none
18054,51981,28,single,f,straight,3,anything,2,never,graduated from college/university,white,69.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity
12109,34569,51,single,m,straight,5,other,2,never,graduated from grad,white,71.0,law / legal services,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,agnosticism
10517,30019,26,single,m,straight,6,anything,3,never,space camp,white,74.0,entertainment / media,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,Tatheism
5649,16168,39,single,f,straight,5,anything,2,never,graduated from grad,white,68.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
5653,16177,34,single,m,straight,4,vegetarian,2,sometimes,graduated from college/university,white,67.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism
18034,51907,50,single,m,straight,5,vegetarian,2,never,graduated from grad,black,69.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism
13116,37408,29,single,m,straight,5,anything,2,never,graduated from college/university,hispanic / latin,70.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,christianity
8717,24992,29,single,m,straight,5,anything,1,sometimes,graduated from high school,mixed,70.0,construction / craftsmanship,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,judaism
5520,15809,23,single,m,straight,5,anything,2,never,graduated from college/university,white,70.0,banking / financial / real estate,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
3224,9044,27,single,m,bisexual,2,anything,2,never,graduated from grad,black,72.0,computer / hardware / software,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,christianity
2019,5669,29,single,f,straight,2,anything,2,never,graduated from grad,hispanic / latin,66.0,computer / hardware / software,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,none
437,1182,30,single,m,straight,5,anything,2,never,space camp,mixed,74.0,computer / hardware / software,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
7091,20248,35,single,f,straight,4,anything,2,never,graduated from grad,white,65.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,no,none
8109,23225,52,single,m,straight,5,anything,2,never,graduated from college/university,white,70.0,political / government,A,whatever,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,catholicism
17967,51706,26,single,f,straight,3,anything,2,never,graduated from college/university,asian,60.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
7232,20685,38,single,f,straight,5,anything,1,never,graduated from grad,mixed,67.0,artistic / musical / writer,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,agnosticism
6519,18610,56,single,f,straight,4,other,0,never,graduated from college/university,white,70.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism
20669,59515,35,single,m,gay,5,anything,0,never,graduated from grad,asian,67.0,medicine / health,A,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,Tatheism
14431,41251,22,single,f,gay,2,anything,3,sometimes,working on college/university,white,61.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other
3614,10213,47,single,m,straight,2,anything,2,never,graduated from grad,mixed,66.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
7627,21843,23,single,m,straight,5,anything,2,sometimes,graduated from college/university,white,72.0,education / academia,A,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
7919,22634,30,single,m,straight,5,anything,0,never,graduated from college/university,white,68.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
4389,12579,31,seeing someone,m,straight,2,anything,1,never,graduated from college/university,white,65.0,computer / hardware / software,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
8594,24659,60,single,f,straight,3,anything,2,never,graduated from grad,white,67.0,law / legal services,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,christianity
7908,22618,29,single,m,straight,5,anything,2,sometimes,graduated from grad,asian,66.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,agnosticism
11993,34220,25,single,m,straight,5,anything,2,never,graduated from college/university,mixed,65.0,sales / marketing / biz dev,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,agnosticism
11831,33766,30,seeing someone,m,straight,3,anything,2,never,graduated from high school,hispanic / latin,69.0,sales / marketing / biz dev,B,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,catholicism
6208,17717,22,single,f,bisexual,3,anything,3,sometimes,working on college/university,white,64.0,student,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,Tatheism
14809,42366,21,single,f,straight,5,other,2,never,working on college/university,asian,66.0,student,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity
17769,51059,26,single,m,straight,5,anything,1,never,working on college/university,white,75.0,executive / management,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,catholicism
5351,15323,35,single,m,straight,2,vegetarian,2,sometimes,space camp,white,70.0,other,A,does_not_matter,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,buddhism
10574,30178,42,single,m,straight,4,anything,0,never,graduated from college/university,asian,69.0,computer / hardware / software,A,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,Tatheism
17847,51339,23,single,f,straight,5,anything,2,never,working on college/university,mixed,66.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,none
13504,38459,51,single,m,straight,5,anything,0,never,graduated from college/university,white,72.0,artistic / musical / writer,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
9909,28255,29,single,m,gay,5,anything,2,never,graduated from college/university,white,71.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
12778,36481,20,single,f,bisexual,2,anything,0,never,working on college/university,white,65.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,other
821,2229,30,single,m,straight,4,anything,3,never,graduated from college/university,white,73.0,artistic / musical / writer,A,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,christianity
18158,52311,42,single,m,straight,5,anything,2,never,graduated from high school,mixed,69.0,computer / hardware / software,A,whatever,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
19134,55041,37,single,m,straight,5,anything,2,sometimes,graduated from grad,white,72.0,executive / management,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,buddhism
17956,51652,20,single,m,straight,5,anything,2,never,graduated from high school,white,69.0,computer / hardware / software,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
7369,21055,34,single,m,straight,5,anything,2,never,working on grad,asian,68.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,other
17481,50181,31,single,m,straight,5,vegetarian,2,sometimes,space camp,white,68.0,transportation,A,matters,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,agnosticism
8276,23723,27,single,f,gay,5,vegan,2,sometimes,space camp,mixed,67.0,other,A,whatever,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
1413,3932,21,single,m,gay,5,anything,2,never,working on college/university,mixed,68.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,none
4657,13351,60,single,m,straight,3,anything,2,sometimes,graduated from college/university,white,68.0,retired,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,judaism
5590,15983,31,single,f,straight,5,anything,1,never,graduated from college/university,white,64.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
8190,23451,40,single,m,straight,3,anything,2,never,space camp,mixed,67.0,computer / hardware / software,A,whatever,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,other
19240,55327,24,single,m,straight,5,anything,0,never,working on college/university,mixed,71.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,none
13874,39535,32,single,m,straight,3,anything,2,never,working on college/university,asian,70.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
12417,35432,29,single,m,straight,5,anything,2,never,working on college/university,white,66.0,student,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,Tatheism
16196,46388,51,single,f,straight,5,vegetarian,2,never,graduated from college/university,white,61.0,sales / marketing / biz dev,A,whatever,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity
1882,5253,25,single,m,straight,3,anything,2,never,graduated from college/university,asian,70.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,christianity
18506,53310,38,seeing someone,f,straight,2,other,3,never,working on college/university,white,63.0,computer / hardware / software,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
17041,48880,30,single,m,straight,4,anything,2,never,graduated from college/university,asian,72.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,agnosticism
11927,34040,32,single,m,straight,4,other,2,never,graduated from high school,white,72.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
16577,47543,31,single,f,straight,5,anything,2,never,graduated from grad,white,61.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,none
9778,27840,25,single,f,gay,2,vegetarian,0,never,working on college/university,black,66.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,other
12094,34532,39,seeing someone,m,straight,5,vegetarian,2,sometimes,graduated from college/university,mixed,69.0,entertainment / media,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
2536,7059,27,single,m,straight,5,anything,2,never,space camp,asian,72.0,student,A,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism
10648,30361,30,single,m,straight,3,anything,2,never,graduated from grad,mixed,67.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,catholicism
7902,22603,24,single,m,straight,5,anything,2,never,graduated from college/university,white,68.0,entertainment / media,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism
1099,3075,25,single,f,straight,5,anything,3,never,graduated from college/university,white,67.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
17073,48980,23,single,m,straight,3,anything,2,sometimes,graduated from grad,white,75.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism
17284,49594,30,single,f,straight,5,anything,2,never,working on grad,black,67.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,christianity
19436,55861,61,single,m,straight,3,anything,2,sometimes,graduated from college/university,white,77.0,retired,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
9935,28328,45,single,f,straight,3,anything,1,never,graduated from grad,white,62.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,Tatheism
9907,28241,22,single,f,straight,4,anything,1,never,working on college/university,mixed,65.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,christianity
18318,52787,44,single,f,straight,3,anything,2,never,graduated from grad,white,64.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,other
18604,53546,29,single,f,straight,5,anything,2,never,graduated from grad,white,71.0,executive / management,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity
18017,51870,36,single,m,gay,3,anything,2,never,graduated from grad,white,68.0,banking / financial / real estate,A,whatever,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,agnosticism
2692,7550,53,single,f,straight,4,anything,2,sometimes,graduated from college/university,white,70.0,sales / marketing / biz dev,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,judaism
5676,16240,20,single,m,straight,3,anything,0,never,working on college/university,white,76.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism
18132,52211,36,single,f,straight,4,anything,2,never,working on college/university,white,63.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,other
4228,12080,27,single,m,straight,3,anything,1,never,graduated from college/university,white,69.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism
4532,12964,29,single,m,straight,5,anything,2,never,graduated from grad,asian,68.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,christianity
233,623,26,single,f,straight,4,anything,2,never,graduated from college/university,white,64.0,banking / financial / real estate,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity
7425,21237,22,single,m,straight,5,anything,3,sometimes,graduated from college/university,asian,66.0,student,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,buddhism
2944,8270,25,single,f,straight,2,anything,2,never,graduated from college/university,mixed,64.0,law / legal services,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,none
4821,13843,31,single,m,straight,5,anything,2,never,graduated from college/university,white,74.0,executive / management,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
7147,20442,25,single,f,straight,5,vegetarian,2,sometimes,graduated from grad,mixed,69.0,other,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,agnosticism
15588,44530,22,single,m,straight,5,anything,2,sometimes,graduated from college/university,white,70.0,banking / financial / real estate,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,Tatheism
11076,31582,23,single,m,straight,4,anything,2,sometimes,working on college/university,white,77.0,student,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,judaism
18330,52834,32,single,m,straight,3,vegetarian,2,never,graduated from grad,mixed,73.0,executive / management,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism
3182,8922,25,single,m,straight,5,anything,2,never,working on grad,white,72.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
16760,48077,20,single,m,straight,5,anything,2,sometimes,working on college/university,mixed,75.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,christianity
17078,48990,21,single,f,straight,2,anything,0,never,graduated from high school,white,63.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,other
8479,24319,27,single,f,straight,4,anything,2,never,working on college/university,white,68.0,student,A,whatever,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,other
7043,20120,25,single,f,bisexual,3,vegetarian,2,sometimes,working on grad,white,66.0,student,A,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
18701,53830,35,single,m,straight,5,anything,2,never,graduated from college/university,asian,67.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
18724,53885,47,single,m,straight,5,anything,0,never,graduated from grad,white,67.0,law / legal services,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
5638,16133,44,single,m,straight,5,anything,2,never,graduated from college/university,white,72.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other
18065,52011,30,single,f,straight,2,anything,2,never,graduated from college/university,black,66.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other
10216,29118,29,single,f,straight,3,vegetarian,2,never,graduated from grad,white,64.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,none
14120,40287,26,single,m,straight,5,anything,2,never,graduated from college/university,asian,67.0,medicine / health,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
16129,46196,24,single,m,straight,5,anything,2,sometimes,working on college/university,white,72.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
16003,45828,22,single,m,straight,2,kosher,4,often,space camp,mixed,61.0,military,A,whatever,when drinking,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Tatheism
14337,40989,35,single,m,straight,5,vegetarian,3,never,graduated from college,indian,73.0,banking / financial / real estate,A,does_not_matter,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,hinduism.
12221,34907,27,single,m,straight,5,anything,2,never,graduated from college/university,asian,65.0,entertainment / media,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
12296,35113,31,single,m,straight,3,anything,2,never,graduated from college/university,white,72.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
20749,59751,23,single,f,straight,3,vegetarian,2,sometimes,space camp,white,68.0,other,A,whatever,sometimes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
5254,15095,20,single,m,straight,5,anything,2,sometimes,working on college/university,hispanic / latin,68.0,student,A,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
11092,31627,31,single,f,straight,3,anything,2,never,working on college/university,mixed,62.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,judaism
17454,50099,27,single,m,straight,3,anything,3,sometimes,space camp,mixed,76.0,hospitality / travel,A,does_not_matter,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,other
3485,9811,62,single,f,straight,4,vegetarian,1,never,graduated from grad,white,61.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,other
16458,47181,33,single,f,straight,4,anything,2,never,graduated from grad,asian,67.0,banking / financial / real estate,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,christianity
7894,22590,24,single,f,straight,5,anything,1,never,space camp,white,70.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
3816,10836,18,single,f,straight,2,anything,0,never,graduated from high school,mixed,64.0,student,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,christianity
19119,54993,32,single,m,straight,5,anything,2,never,graduated from high school,white,68.0,entertainment / media,A,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
16972,48673,52,single,f,straight,3,other,0,never,graduated from grad,white,67.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity
8774,25143,37,single,m,straight,5,anything,2,never,graduated from college/university,asian,70.0,artistic / musical / writer,A,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism
16880,48419,38,single,m,straight,5,anything,2,never,graduated from college/university,white,74.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism
6577,18767,27,single,m,straight,5,anything,2,never,graduated from grad,white,70.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
15227,43504,25,single,m,straight,5,anything,2,sometimes,working on college/university,hispanic / latin,73.0,science / tech / engineering,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,none
14989,42890,32,single,m,straight,3,other,2,never,graduated from college/university,asian,66.0,hospitality / travel,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,buddhism
11939,34072,53,single,m,straight,5,anything,2,never,graduated from college,white,70.0,construction / craftsmanship,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,catholicism
7219,20647,26,single,m,gay,4,anything,2,never,graduated from grad,white,75.0,clerical / administrative,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,christianity
5537,15851,31,single,m,gay,4,other,2,sometimes,space camp,mixed,68.0,artistic / musical / writer,A,matters,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,buddhism
8569,24599,35,single,f,straight,3,anything,1,never,graduated from college/university,asian,62.0,sales / marketing / biz dev,A,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,christianity
7130,20401,42,single,m,straight,3,anything,2,never,graduated from college/university,white,67.0,political / government,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,agnosticism
11232,32011,54,single,f,straight,5,anything,2,never,graduated from college/university,white,63.0,medicine / health,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,catholicism
5054,14515,26,single,m,gay,4,anything,2,never,graduated from college/university,white,69.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,catholicism
12604,35949,29,single,m,straight,5,anything,2,never,graduated from college/university,white,75.0,artistic / musical / writer,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,other
10871,30974,26,married,m,straight,2,other,1,never,graduated from college/university,white,72.0,computer / hardware / software,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,other
19120,54995,24,single,m,straight,1,anything,0,often,graduated from college/university,white,72.0,military,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,other
10364,29552,52,single,m,gay,5,anything,2,never,working on college/university,black,72.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
7271,20797,30,single,m,straight,3,anything,2,never,graduated from grad,asian,71.0,science / tech / engineering,A,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,none
2140,6007,32,single,m,straight,5,anything,2,never,graduated from grad,mixed,63.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
14204,40549,32,single,m,straight,4,anything,1,never,graduated from grad,mixed,67.0,entertainment / media,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,buddhism
14110,40252,49,single,m,straight,5,anything,2,never,graduated from grad,white,69.0,construction / craftsmanship,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,yes,yes,agnosticism
18621,53601,44,single,m,straight,5,anything,2,sometimes,graduated from grad,white,72.0,artistic / musical / writer,A,whatever,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,agnosticism
2443,6801,37,single,m,straight,3,anything,2,never,graduated from college/university,white,73.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
8737,25043,33,single,f,straight,3,anything,2,never,graduated from college/university,white,64.0,banking / financial / real estate,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,catholicism
16074,46032,27,single,m,straight,5,anything,2,never,graduated from grad,white,71.0,sales / marketing / biz dev,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,judaism
476,1313,35,single,m,straight,5,anything,0,never,working on college/university,white,72.0,construction / craftsmanship,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,other
9677,27571,33,single,f,straight,2,anything,2,never,graduated from college/university,hispanic / latin,67.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,christianity
1254,3497,35,single,m,straight,2,anything,0,never,graduated from high school,white,70.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,none
6180,17656,24,single,f,straight,5,anything,2,sometimes,graduated from college/university,mixed,67.0,banking / financial / real estate,A,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
2764,7767,28,single,m,straight,5,anything,2,never,graduated from grad,white,73.0,computer / hardware / software,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
695,1888,23,single,f,straight,3,anything,2,never,graduated from college/university,white,69.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
