,age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,job,location,sign,smokes,arabic,chinese,english,german,hindi,italian,japanese,korean,portuguese,russian,spanish,turkish,has kids,wants kids,likes dogs,likes cats,new_religion
50615,32,single,f,straight,2,anything,2,never,graduated from college/university,hispanic / latin,66.0,executive / management,A,whatever,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,yes,no,yes,yes,agnosticism
50616,26,single,m,straight,3,anything,2,never,working on grad,black,69.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity
50619,31,single,f,straight,4,anything,4,sometimes,graduated from college/university,white,62.0,other,A,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
50621,22,single,f,straight,2,anything,3,never,working on college/university,hispanic / latin,62.0,education / academia,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,other
50622,49,single,f,straight,2,anything,1,never,graduated from college/university,white,63.0,sales / marketing / biz dev,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,christianity
50626,25,single,m,straight,5,anything,2,never,working on college/university,white,74.0,executive / management,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,none
50628,24,single,m,straight,5,anything,0,never,working on college/university,white,71.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
50632,40,single,f,bisexual,2,anything,0,sometimes,graduated from grad,white,68.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
50635,28,single,f,straight,5,anything,2,never,graduated from college/university,mixed,69.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,none
50637,26,single,f,straight,5,anything,2,never,working on college/university,mixed,62.0,hospitality / travel,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism
50643,23,single,f,straight,5,anything,2,never,working on grad,white,62.0,clerical / administrative,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,other
50645,30,single,f,straight,2,other,3,sometimes,graduated from high school,white,62.0,banking / financial / real estate,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
50650,45,single,m,gay,5,anything,2,never,graduated from college/university,white,70.0,medicine / health,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism
50653,34,single,f,straight,5,vegetarian,2,never,graduated from grad,middle eastern,64.0,executive / management,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
50664,49,single,m,straight,5,anything,2,never,space camp,white,67.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
50667,38,single,m,straight,3,anything,1,never,graduated from college/university,white,74.0,construction / craftsmanship,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity
50672,25,single,f,gay,3,anything,2,sometimes,graduated from college/university,mixed,63.0,clerical / administrative,A,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
50676,24,single,f,straight,4,anything,2,sometimes,working on college/university,white,62.0,executive / management,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,Tatheism
50679,23,single,f,straight,4,vegan,1,never,space camp,white,64.0,artistic / musical / writer,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
50685,46,single,f,straight,2,anything,2,never,graduated from grad,white,67.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,other
50694,27,single,f,straight,2,anything,1,never,graduated from college/university,mixed,62.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
50695,38,single,f,straight,2,anything,2,never,graduated from college/university,white,67.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,catholicism
50696,41,single,f,straight,5,vegetarian,2,never,graduated from grad,white,67.0,executive / management,A,whatever,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no,yes,yes,judaism
50697,27,single,f,straight,2,anything,2,never,graduated from grad,white,67.0,education / academia,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism
50699,27,single,f,straight,2,anything,2,sometimes,graduated from college/university,white,69.0,hospitality / travel,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism
50701,22,single,f,straight,2,anything,1,never,working on college/university,mixed,65.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,Tatheism
50704,30,single,m,straight,5,anything,2,never,working on college/university,black,75.0,student,A,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
50705,35,single,m,straight,5,anything,2,sometimes,graduated from college/university,white,70.0,artistic / musical / writer,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,Tatheism
50708,36,single,m,straight,5,other,2,never,graduated from college/university,white,74.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,Tatheism
50709,23,single,m,straight,5,anything,2,sometimes,working on college/university,white,72.0,student,A,whatever,sometimes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism
50711,46,single,m,straight,3,anything,2,never,graduated from grad,white,72.0,computer / hardware / software,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism
50713,26,single,f,straight,5,vegetarian,4,sometimes,graduated from college/university,mixed,70.0,sales / marketing / biz dev,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,other
50714,35,single,f,straight,5,anything,1,never,graduated from college/university,white,65.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,catholicism
50717,20,single,f,straight,2,anything,2,never,graduated from high school,white,64.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,agnosticism
50719,27,single,f,straight,3,anything,2,never,graduated from college/university,white,66.0,political / government,A,whatever,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
50722,41,single,m,straight,3,anything,0,never,graduated from grad,white,74.0,computer / hardware / software,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,Tatheism
50723,23,single,m,straight,3,anything,2,never,graduated from grad,white,70.0,computer / hardware / software,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,judaism
50728,25,single,f,straight,5,anything,2,never,graduated from college/university,asian,63.0,student,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,buddhism
50733,38,single,f,straight,4,anything,2,never,graduated from grad,white,65.0,law / legal services,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
50734,32,single,f,straight,4,anything,2,never,graduated from college/university,white,64.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,catholicism
50736,34,single,f,straight,2,anything,2,never,graduated from grad,hispanic / latin,63.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,catholicism
50737,21,single,f,straight,4,anything,0,never,working on college/university,white,64.0,student,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,other
50740,27,single,f,bisexual,2,vegetarian,2,never,graduated from college/university,mixed,64.0,artistic / musical / writer,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
50741,26,single,f,straight,4,vegetarian,3,sometimes,graduated from college/university,white,68.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
50744,26,single,f,straight,3,anything,5,never,space camp,white,72.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
50751,48,single,m,straight,2,anything,2,never,graduated from grad,mixed,74.0,law / legal services,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
50752,66,single,f,straight,5,anything,2,never,graduated from grad,white,63.0,banking / financial / real estate,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
50757,34,single,f,straight,4,anything,1,never,graduated from grad,white,63.0,other,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,judaism
50765,24,single,m,straight,5,anything,2,never,working on college/university,white,70.0,student,A,whatever,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,none
50766,26,single,m,straight,5,anything,2,sometimes,graduated from high school,white,68.0,science / tech / engineering,A,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,other
50768,36,single,m,bisexual,4,anything,1,never,graduated from college/university,mixed,71.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
50769,23,single,m,straight,5,vegetarian,2,sometimes,working on college/university,white,69.0,computer / hardware / software,A,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism
50770,21,single,m,straight,4,vegan,2,sometimes,working on college/university,white,76.0,student,A,does_not_matter,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,other
50779,32,single,f,straight,5,vegetarian,4,never,graduated from college/university,mixed,65.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,catholicism
50783,33,single,m,straight,5,anything,2,never,graduated from college/university,asian,67.0,science / tech / engineering,A,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,none
50786,23,single,m,straight,5,anything,2,never,graduated from college/university,asian,67.0,banking / financial / real estate,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,Tatheism
50787,26,single,m,straight,4,anything,2,never,graduated from grad,white,66.0,computer / hardware / software,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
50791,22,single,m,straight,5,anything,2,sometimes,working on college/university,white,71.0,entertainment / media,A,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,Tatheism
50792,30,seeing someone,f,bisexual,2,anything,2,never,graduated from college/university,white,65.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
50793,24,single,f,straight,2,anything,2,never,working on grad,white,64.0,student,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,Tatheism
50794,21,single,f,straight,4,vegan,2,never,working on college/university,white,66.0,artistic / musical / writer,A,does_not_matter,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
50800,29,single,f,straight,5,anything,1,never,graduated from grad,middle eastern,64.0,political / government,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
50809,32,single,m,straight,4,anything,2,never,graduated from grad,white,69.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,none
50812,33,single,f,straight,5,anything,2,never,graduated from college/university,white,62.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism
50814,29,single,f,straight,4,vegetarian,3,never,working on grad,white,68.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,agnosticism
50815,58,single,f,straight,4,anything,2,never,graduated from college/university,white,66.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,agnosticism
50822,23,single,m,straight,3,vegan,0,never,working on college/university,mixed,70.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,Tatheism
50825,25,single,f,straight,2,anything,2,never,working on college/university,mixed,65.0,student,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,other
50827,31,seeing someone,f,straight,2,anything,2,never,graduated from college/university,white,62.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,none
50828,29,single,m,straight,5,other,2,never,graduated from college/university,white,75.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,judaism
50833,27,single,f,gay,5,vegan,0,never,graduated from college/university,white,64.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,none
50838,64,single,f,straight,5,vegetarian,1,never,graduated from college/university,white,63.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,judaism
50842,28,single,m,straight,3,other,1,never,graduated from college/university,white,70.0,computer / hardware / software,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
50843,50,single,m,straight,5,anything,0,never,space camp,black,74.0,clerical / administrative,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,other
50847,21,single,m,straight,5,anything,2,never,graduated from college/university,mixed,68.0,other,A,whatever,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,christianity
50848,20,single,m,straight,2,anything,3,sometimes,working on college/university,white,72.0,entertainment / media,A,whatever,trying to quit,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,agnosticism
50852,60,single,m,straight,5,vegetarian,2,never,graduated from grad,white,70.0,banking / financial / real estate,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,Tatheism
50855,26,single,f,straight,4,anything,2,never,graduated from grad,white,70.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
50856,49,single,f,straight,2,anything,2,never,graduated from college/university,white,70.0,medicine / health,A,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
50861,29,single,f,straight,3,anything,2,never,graduated from college/university,white,66.0,education / academia,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,none
50863,20,single,m,straight,4,anything,2,never,working on college/university,white,69.0,student,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
50864,30,single,f,straight,4,vegetarian,2,sometimes,graduated from college/university,white,68.0,construction / craftsmanship,A,does_not_matter,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism
50866,39,single,f,straight,5,anything,2,never,graduated from college/university,white,64.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,buddhism
50873,25,single,m,straight,5,anything,2,never,graduated from college/university,white,74.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
50874,23,single,m,straight,5,vegetarian,3,sometimes,graduated from college/university,white,70.0,education / academia,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism
50879,25,single,f,straight,2,anything,2,never,graduated from college/university,hispanic / latin,67.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,none
50880,26,single,m,straight,5,anything,2,never,graduated from college/university,white,70.0,science / tech / engineering,A,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,catholicism
50882,48,single,m,straight,5,anything,2,never,graduated from college/university,white,71.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,judaism
50890,29,single,f,gay,5,vegetarian,2,never,graduated from college/university,mixed,68.0,hospitality / travel,A,does_not_matter,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
50892,29,single,m,straight,5,anything,1,never,graduated from college,white,67.0,computer / hardware / software,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism
50896,26,single,f,straight,2,anything,2,never,working on college/university,hispanic / latin,66.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,christianity
50897,24,single,m,straight,5,other,2,never,graduated from college/university,white,72.0,science / tech / engineering,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,Tatheism
50899,42,single,m,gay,3,vegetarian,2,never,graduated from college/university,white,65.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none
50900,23,single,m,straight,3,anything,2,never,working on college/university,hispanic / latin,66.0,artistic / musical / writer,A,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,christianity
50901,27,single,f,straight,3,anything,2,never,graduated from grad,mixed,65.0,medicine / health,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity
50902,60,single,f,straight,3,anything,1,never,graduated from high school,white,67.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,christianity
50907,31,single,f,straight,3,anything,2,never,graduated from college/university,asian,61.0,sales / marketing / biz dev,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,catholicism
50911,23,seeing someone,f,gay,4,vegetarian,3,sometimes,graduated from college/university,white,63.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none
50912,19,single,m,gay,3,vegan,2,never,working on college/university,hispanic / latin,71.0,student,A,does_not_matter,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,yes,yes,Tatheism
50920,26,single,f,straight,4,anything,0,never,graduated from college/university,asian,64.0,computer / hardware / software,A,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,christianity
50932,27,single,f,straight,3,anything,2,sometimes,graduated from college/university,hispanic / latin,67.0,artistic / musical / writer,A,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,other
50933,33,single,f,straight,3,anything,2,never,graduated from college/university,white,65.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,none
50937,65,single,m,straight,3,anything,2,never,graduated from grad,black,70.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,christianity
50938,31,single,m,straight,3,vegetarian,3,never,graduated from high school,mixed,66.0,education / academia,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,hinduism.
50940,42,single,m,straight,5,vegetarian,1,never,graduated from grad,white,72.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,none
50941,32,single,f,straight,4,anything,2,never,graduated from grad,white,65.0,sales / marketing / biz dev,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,Tatheism
50943,30,single,m,straight,3,anything,2,never,graduated from grad,mixed,68.0,law / legal services,A,does_not_matter,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,yes,yes,yes,judaism
50949,33,single,m,straight,5,anything,0,never,graduated from college/university,white,72.0,banking / financial / real estate,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,christianity
50950,29,single,m,straight,3,anything,0,never,graduated from college/university,white,70.0,unemployed,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,buddhism
50954,40,single,f,straight,3,anything,2,never,graduated from grad,white,64.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,none
50956,25,single,m,straight,3,anything,2,sometimes,graduated from college/university,white,74.0,hospitality / travel,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,Tatheism
50960,33,single,m,straight,5,vegetarian,0,never,graduated from college/university,white,70.0,science / tech / engineering,A,whatever,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,none
50961,38,single,f,straight,5,anything,2,never,graduated from college/university,mixed,66.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,christianity
50967,25,single,f,straight,4,anything,3,never,working on grad,white,68.0,law / legal services,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism
50973,25,single,f,straight,5,anything,2,never,graduated from college/university,white,64.0,education / academia,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,none
50975,25,single,f,straight,2,vegetarian,1,never,graduated from grad,mixed,68.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,none
50976,22,single,f,straight,2,anything,2,never,graduated from college/university,white,64.0,sales / marketing / biz dev,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
50977,61,single,f,straight,3,anything,2,never,graduated from college/university,mixed,67.0,banking / financial / real estate,A,does_not_matter,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,agnosticism
50980,27,single,f,straight,3,anything,2,never,graduated from grad,asian,67.0,medicine / health,A,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,christianity
50982,25,single,f,straight,5,anything,2,never,graduated from college/university,white,66.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,christianity
50983,45,single,m,straight,4,vegetarian,2,never,graduated from grad,asian,67.0,other,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
50987,25,single,m,bisexual,5,vegetarian,3,never,graduated from college/university,white,72.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,buddhism
50988,50,single,m,straight,3,anything,0,never,graduated from college/university,white,71.0,computer / hardware / software,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity
50991,27,single,f,straight,2,anything,2,sometimes,working on grad,white,65.0,student,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,judaism
50992,25,single,m,straight,5,anything,2,never,graduated from grad,indian,67.0,computer / hardware / software,A,whatever,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,hinduism.
51000,25,single,m,straight,3,anything,2,never,working on grad,asian,74.0,student,A,does_not_matter,when drinking,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,none
51004,20,single,m,gay,3,other,2,never,working on college/university,mixed,72.0,student,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other
51009,24,single,m,straight,5,vegetarian,2,never,graduated from grad,white,72.0,science / tech / engineering,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,judaism
51012,39,single,m,straight,5,anything,2,never,graduated from college/university,white,74.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
51015,36,seeing someone,m,straight,3,anything,2,never,graduated from grad,white,69.0,computer / hardware / software,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,Tatheism
51018,28,single,f,straight,5,anything,2,never,graduated from college/university,white,66.0,medicine / health,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,none
51021,54,single,f,straight,5,vegetarian,2,never,graduated from grad,white,66.0,education / academia,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,judaism
51028,44,single,f,straight,3,anything,2,never,graduated from college/university,asian,62.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,agnosticism
51033,29,single,f,straight,4,anything,2,never,graduated from college/university,white,69.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,none
51036,30,single,m,straight,2,anything,2,sometimes,graduated from college/university,white,70.0,computer / hardware / software,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,agnosticism
51038,23,single,f,straight,4,anything,2,sometimes,working on college/university,white,70.0,other,A,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism
51039,37,single,m,straight,5,vegetarian,2,never,graduated from college/university,white,74.0,transportation,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,Tatheism
51043,47,single,m,straight,5,anything,3,never,graduated from grad,white,73.0,sales / marketing / biz dev,A,does_not_matter,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,yes,yes,christianity
51049,22,single,m,straight,5,anything,2,never,working on college/university,white,69.0,artistic / musical / writer,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,other
51050,30,seeing someone,f,straight,5,anything,2,sometimes,graduated from college/university,mixed,65.0,artistic / musical / writer,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other
51055,27,single,f,straight,5,anything,2,never,graduated from college/university,white,66.0,sales / marketing / biz dev,A,whatever,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,catholicism
51056,26,single,m,straight,5,anything,2,never,graduated from grad,white,67.0,sales / marketing / biz dev,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,catholicism
51059,26,single,m,straight,5,anything,1,never,working on college/university,white,75.0,executive / management,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,catholicism
51061,24,single,m,straight,5,anything,2,never,graduated from college/university,white,75.0,banking / financial / real estate,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,other
51064,60,single,f,straight,5,anything,2,never,graduated from college/university,white,68.0,entertainment / media,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,christianity
51067,26,single,f,straight,3,vegetarian,2,sometimes,graduated from college/university,white,63.0,student,A,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity
51068,23,single,f,straight,4,vegetarian,1,sometimes,working on college/university,white,64.0,student,A,whatever,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism
51074,26,single,f,straight,2,other,1,never,graduated from college/university,mixed,63.0,education / academia,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,christianity
51081,30,single,m,straight,3,anything,2,sometimes,working on college/university,white,68.0,science / tech / engineering,A,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism
51089,29,single,m,straight,5,anything,2,never,graduated from college/university,asian,68.0,computer / hardware / software,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism
51092,23,single,m,straight,5,anything,2,never,graduated from college/university,white,73.0,banking / financial / real estate,A,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none
