,age,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,job,sign,smokes,arabic,chinese,english,german,hindi,italian,japanese,korean,portuguese,russian,spanish,turkish,has kids,wants kids,likes dogs,likes cats,new_religion,hand-label
25922,22,f,straight,5,anything,2,never,working on college/university,white,66,political / government,does_not_matter,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,christianity,
37549,19,f,straight,2,anything,2,sometimes,working on college/university,white,65,artistic / musical / writer,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,christianity,
39934,58,f,straight,3,anything,1,never,graduated from high school,black,66,construction / craftsmanship,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,christianity,
48408,23,m,straight,3,anything,2,sometimes,working on college/university,white,68,other,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,
47155,22,f,straight,3,anything,2,never,graduated from college/university,asian,59,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,catholicism,
42462,33,m,straight,5,anything,2,never,graduated from grad,white,72,science / tech / engineering,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism,
25143,37,m,straight,5,anything,2,never,graduated from college/university,asian,70,artistic / musical / writer,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism,
20681,33,f,straight,2,anything,2,never,graduated from college/university,white,63,education / academia,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,agnosticism,
19017,28,f,straight,2,anything,2,never,graduated from high school,black,67,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,other,
33333,23,m,gay,3,other,2,never,working on college/university,mixed,65,student,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,other,
30251,34,f,straight,5,anything,2,sometimes,graduated from college/university,white,67,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,atheism,
789,36,f,gay,3,anything,2,never,working on grad,asian,64,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,catholicism,
19396,58,m,straight,5,anything,3,never,graduated from grad,white,73,executive / management,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,atheism,
39653,20,f,straight,2,anything,2,never,working on college/university,white,67,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,
45932,23,m,straight,5,vegetarian,2,never,graduated from grad,middle eastern,66,science / tech / engineering,matters,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,buddhism,
48873,32,f,straight,4,anything,3,never,graduated from grad,white,65,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,
22283,35,m,straight,3,anything,0,never,graduated from college/university,white,72,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,
55894,35,m,straight,3,anything,2,never,graduated from college/university,white,72,other,whatever,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism,
36797,24,m,straight,2,other,2,often,graduated from high school,white,69,entertainment / media,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism,
54246,24,m,straight,3,anything,2,never,working on college/university,white,71,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,atheism,
19827,39,m,straight,3,anything,2,never,graduated from college/university,white,65,banking / financial / real estate,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,judaism,
39039,37,m,straight,5,other,1,never,working on college/university,white,72,entertainment / media,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other,
53803,50,m,gay,2,vegetarian,2,never,graduated from college/university,white,69,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,atheism,
41077,47,m,straight,5,anything,2,never,graduated from grad,white,69,banking / financial / real estate,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,christianity,
47222,23,f,straight,4,anything,2,never,graduated from college/university,hispanic / latin,59,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,catholicism,
10697,26,m,straight,5,anything,2,never,graduated from college/university,white,71,artistic / musical / writer,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,agnosticism,
52842,55,m,straight,5,anything,2,never,graduated from grad,white,68,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,other,
25523,32,f,straight,5,anything,2,never,graduated from grad,indian,67,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
42104,24,f,straight,5,anything,2,sometimes,graduated from college/university,white,67,science / tech / engineering,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,
53347,33,f,straight,5,kosher,2,never,working on grad,white,64,student,whatever,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,judaism,
55989,33,f,straight,5,vegetarian,2,never,graduated from grad,white,65,computer / hardware / software,whatever,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,judaism,
40915,44,f,straight,2,anything,2,never,graduated from college/university,white,65,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,judaism,
734,24,m,straight,5,anything,2,never,graduated from college/university,white,69,executive / management,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,christianity,
41554,18,f,straight,3,anything,2,never,working on college/university,white,59,clerical / administrative,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,none,
41840,30,m,bisexual,3,anything,2,never,graduated from high school,white,70,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,atheism,
27481,23,m,straight,4,anything,3,sometimes,graduated from high school,white,70,student,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity,
15195,26,f,straight,4,anything,0,never,working on grad,asian,61,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,buddhism,
1482,29,f,straight,3,anything,2,never,graduated from college/university,asian,60,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,catholicism,
57083,45,f,straight,5,anything,2,never,graduated from grad,white,65,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,judaism,
33277,22,f,straight,5,anything,2,never,graduated from college/university,white,63,hospitality / travel,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
23435,33,m,straight,3,anything,3,sometimes,graduated from college/university,white,73,entertainment / media,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,
19083,40,m,straight,5,anything,2,never,graduated from college/university,white,73,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,
26550,22,m,straight,4,anything,3,sometimes,working on college/university,mixed,71,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,other,
25339,20,m,straight,5,anything,1,never,graduated from high school,mixed,68,sales / marketing / biz dev,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,other,
34044,31,f,straight,2,anything,2,never,graduated from college/university,white,63,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,christianity,
30192,36,f,straight,2,anything,2,never,graduated from grad,white,67,other,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,
39026,23,m,straight,3,anything,2,never,graduated from grad,white,75,student,does_not_matter,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,
25699,51,f,straight,2,anything,2,never,graduated from college/university,mixed,65,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,
21362,30,f,straight,1,anything,3,never,working on grad,white,67,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,christianity,
22562,41,f,straight,3,anything,2,never,graduated from college/university,white,68,education / academia,whatever,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,
18452,24,f,straight,3,anything,2,never,graduated from college/university,white,66,hospitality / travel,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,catholicism,
21480,31,m,straight,4,anything,3,never,graduated from college/university,white,72,sales / marketing / biz dev,does_not_matter,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,christianity,
39875,41,f,straight,5,anything,2,never,graduated from college/university,white,66,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,judaism,
3492,19,f,straight,5,anything,1,never,working on college/university,mixed,64,artistic / musical / writer,does_not_matter,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,agnosticism,
27192,32,m,gay,5,vegetarian,2,never,graduated from college/university,white,74,computer / hardware / software,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,buddhism,
17518,23,m,straight,5,anything,2,never,graduated from college/university,asian,67,law / legal services,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,
39890,33,m,straight,3,anything,1,never,graduated from college/university,asian,65,other,whatever,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,buddhism,
54635,28,f,straight,2,anything,2,never,working on grad,white,64,executive / management,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism,
24219,19,m,straight,3,anything,2,never,working on college/university,asian,65,student,whatever,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,none,
6421,28,m,straight,5,anything,2,never,graduated from college/university,asian,68,clerical / administrative,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,catholicism,
22110,40,m,straight,5,vegetarian,2,never,graduated from grad,white,74,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,
13932,27,m,gay,3,other,1,never,graduated from college/university,white,77,executive / management,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,other,
18520,29,m,straight,4,anything,1,sometimes,working on college/university,mixed,75,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,none,
17331,27,m,straight,5,vegetarian,0,sometimes,working on college/university,mixed,72,artistic / musical / writer,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,atheism,
57975,23,m,straight,2,anything,1,never,working on college/university,mixed,73,other,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,
11864,25,f,straight,4,vegetarian,2,sometimes,graduated from grad,white,64,education / academia,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism,
23548,28,m,straight,5,anything,2,never,graduated from college/university,white,67,executive / management,does_not_matter,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,christianity,
32058,32,m,straight,3,anything,2,never,working on college/university,asian,65,law / legal services,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,buddhism,
53301,27,f,straight,4,anything,2,never,working on college/university,asian,62,hospitality / travel,whatever,when drinking,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,agnosticism,
37852,23,m,straight,5,anything,2,never,graduated from college/university,white,69,artistic / musical / writer,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,atheism,
50247,27,f,straight,5,vegetarian,1,never,working on grad,white,69,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,agnosticism,
47288,58,f,straight,4,vegetarian,1,never,graduated from college/university,white,72,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,atheism,
55788,22,f,straight,2,anything,2,never,working on college/university,asian,63,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,
8057,26,m,straight,3,anything,2,sometimes,working on college/university,white,74,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,
38860,29,f,straight,3,vegan,2,never,working on college/university,mixed,65,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,catholicism,
56249,27,m,straight,3,anything,2,never,working on grad,white,73,science / tech / engineering,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
26682,25,f,straight,5,anything,2,never,graduated from college/university,white,68,sales / marketing / biz dev,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,christianity,
32720,23,m,straight,4,anything,2,never,working on college/university,white,69,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,
25611,39,f,straight,3,vegetarian,2,sometimes,graduated from high school,white,68,entertainment / media,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other,
35340,31,f,straight,3,vegetarian,2,never,graduated from grad,white,67,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,catholicism,
44206,22,m,gay,3,anything,2,sometimes,graduated from college/university,asian,70,hospitality / travel,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,buddhism,
36110,23,f,bisexual,3,anything,0,never,working on college/university,asian,66,medicine / health,whatever,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,atheism,
33622,23,m,straight,5,anything,0,never,graduated from college/university,white,67,sales / marketing / biz dev,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,christianity,
40267,26,m,straight,5,other,2,never,graduated from college/university,black,71,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity,
58767,26,m,straight,5,anything,2,never,graduated from high school,white,72,construction / craftsmanship,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity,
15996,47,m,straight,3,anything,2,sometimes,graduated from high school,white,71,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other,
3322,29,m,straight,5,anything,2,never,working on college/university,hispanic / latin,67,science / tech / engineering,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,
49346,23,f,bisexual,2,anything,0,never,working on college/university,asian,62,student,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,catholicism,
43040,34,m,straight,2,anything,2,never,graduated from college/university,white,69,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,agnosticism,
6759,30,m,straight,5,vegan,0,never,working on college/university,mixed,68,student,whatever,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,atheism,
53759,37,f,straight,5,anything,2,never,graduated from college/university,white,66,entertainment / media,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,agnosticism,
20555,20,m,straight,4,anything,3,often,dropped out of high school,mixed,72,retired,does_not_matter,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,F
8532,37,f,gay,2,anything,2,sometimes,graduated from grad,white,63,hospitality / travel,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,judaism,
55494,34,f,straight,2,anything,2,never,graduated from high school,middle eastern,63,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,catholicism,
10838,48,f,straight,5,vegetarian,0,never,graduated from grad,middle eastern,64,political / government,whatever,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,other,
52996,30,f,straight,3,anything,2,never,graduated from college/university,mixed,65,hospitality / travel,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,
9684,31,f,straight,5,anything,2,never,graduated from college/university,mixed,65,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other,
35277,23,f,straight,3,anything,2,never,working on college/university,asian,65,student,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,buddhism,
52031,30,f,straight,5,anything,2,never,graduated from grad,hispanic / latin,64,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,other,
17558,30,m,straight,3,anything,2,never,working on college/university,hispanic / latin,67,sales / marketing / biz dev,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,catholicism,
5825,25,m,straight,5,anything,2,never,graduated from college/university,white,72,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,none,
33148,31,f,straight,5,anything,2,never,graduated from college/university,mixed,65,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,none,
37187,35,f,straight,5,other,1,never,graduated from grad,white,63,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,agnosticism,
32555,29,m,straight,5,anything,2,never,graduated from grad,white,71,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,
10340,24,f,straight,2,anything,2,sometimes,working on college/university,mixed,66,other,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism,
33695,33,f,straight,3,anything,3,sometimes,working on grad,white,68,banking / financial / real estate,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,none,
41027,38,f,straight,4,vegetarian,4,sometimes,graduated from college/university,white,70,artistic / musical / writer,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,catholicism,
5681,26,m,bisexual,5,anything,2,never,graduated from college/university,white,70,medicine / health,matters,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,none,
19227,44,m,gay,5,anything,2,never,graduated from college/university,white,70,hospitality / travel,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,other,
8896,36,m,gay,4,anything,2,never,graduated from grad,white,73,medicine / health,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,christianity,
47559,33,m,straight,3,anything,3,never,graduated from college/university,asian,67,computer / hardware / software,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,
26162,28,f,straight,2,anything,2,never,graduated from grad,white,68,executive / management,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism,
46668,44,m,gay,3,anything,2,never,graduated from college/university,white,71,hospitality / travel,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,other,
23669,37,f,straight,3,anything,3,never,graduated from grad,white,66,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,catholicism,
43162,21,f,straight,5,anything,2,never,working on college/university,asian,66,student,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism,
25084,45,m,straight,5,anything,2,never,graduated from grad,white,69,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,none,
47219,25,f,straight,3,anything,2,never,graduated from grad,white,65,education / academia,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
56317,26,f,straight,2,vegetarian,2,never,graduated from college/university,white,66,artistic / musical / writer,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,catholicism,
43814,31,f,straight,3,anything,2,sometimes,graduated from grad,white,67,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,
58112,26,f,straight,2,anything,2,never,graduated from grad,white,65,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,agnosticism,
20910,44,f,straight,2,vegetarian,1,never,working on college/university,asian,63,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,yes,yes,hinduism.,
37080,22,m,straight,3,vegetarian,2,sometimes,working on college/university,indian,68,computer / hardware / software,whatever,sometimes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,hinduism.,
9497,28,f,straight,1,vegetarian,3,never,graduated from college/university,white,69,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,atheism,
14842,46,m,gay,3,anything,1,never,graduated from college/university,white,73,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,
17357,29,m,straight,5,other,2,never,graduated from college/university,mixed,69,computer / hardware / software,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,catholicism,
9462,31,f,straight,3,anything,3,never,graduated from grad,asian,66,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,atheism,
29838,33,m,straight,5,vegan,2,never,graduated from college/university,white,71,education / academia,whatever,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,none,
19866,44,f,straight,3,vegetarian,2,never,graduated from grad,white,61,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,catholicism,
25192,47,f,straight,5,anything,2,never,graduated from grad,white,67,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,judaism,
40873,63,f,straight,3,vegetarian,2,never,graduated from grad,white,67,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,christianity,
43237,19,m,gay,5,anything,2,never,working on college/university,mixed,68,artistic / musical / writer,whatever,when drinking,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,catholicism,
56895,31,f,straight,3,anything,3,never,graduated from college/university,white,64,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity,
43655,35,m,straight,5,vegan,1,sometimes,graduated from grad,white,74,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,
34083,34,f,straight,4,anything,2,never,graduated from college/university,white,68,law / legal services,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,catholicism,
3585,33,f,straight,2,other,2,never,graduated from high school,hispanic / latin,63,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,catholicism,
15084,38,m,straight,5,anything,2,never,graduated from grad,white,72,banking / financial / real estate,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism,
21405,31,m,straight,5,anything,2,never,graduated from college/university,asian,73,science / tech / engineering,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,agnosticism,
47474,29,m,straight,2,anything,3,sometimes,graduated from high school,native american,68,construction / craftsmanship,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,other,
39897,35,m,straight,5,anything,2,sometimes,graduated from college/university,mixed,69,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,catholicism,
6063,46,f,straight,4,anything,2,never,working on grad,asian,67,other,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,none,
48546,28,f,straight,4,anything,1,never,graduated from grad,white,65,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,judaism,
46439,20,m,bisexual,5,anything,2,never,graduated from high school,white,74,science / tech / engineering,does_not_matter,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,other,
45721,23,f,straight,4,anything,2,never,working on grad,asian,65,student,whatever,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,atheism,
33056,30,f,straight,5,vegetarian,2,never,graduated from grad,white,62,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,
45030,39,f,straight,4,anything,2,never,graduated from college/university,asian,62,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,catholicism,
8646,36,f,straight,4,anything,2,never,graduated from college/university,white,61,entertainment / media,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,
9899,32,m,straight,5,anything,2,never,graduated from grad,white,67,science / tech / engineering,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,agnosticism,
57356,39,f,straight,5,anything,2,never,graduated from grad,white,65,law / legal services,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,
24050,33,m,straight,5,vegetarian,3,never,graduated from college/university,white,70,medicine / health,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,other,
39463,38,m,straight,3,other,2,never,graduated from high school,mixed,70,construction / craftsmanship,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,catholicism,
34203,24,m,straight,5,anything,3,never,graduated from college/university,white,73,sales / marketing / biz dev,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,agnosticism,
27140,27,m,straight,5,anything,3,never,graduated from grad,mixed,73,banking / financial / real estate,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,none,
57764,25,m,straight,3,anything,3,never,working on college/university,mixed,78,science / tech / engineering,does_not_matter,when drinking,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,christianity,
38123,50,f,straight,5,vegetarian,2,never,graduated from college/university,white,67,clerical / administrative,whatever,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,agnosticism,
57302,21,m,straight,4,anything,3,sometimes,working on college/university,white,72,hospitality / travel,whatever,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,atheism,
9891,23,m,straight,5,vegetarian,2,never,working on college/university,white,70,other,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,other,
57140,30,m,straight,3,anything,2,never,working on college/university,white,70,other,whatever,no,no,no,yes,no,no,no,no,yes,yes,no,yes,no,no,no,yes,yes,agnosticism,
2269,24,m,straight,5,anything,2,never,graduated from grad,white,73,science / tech / engineering,whatever,sometimes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,none,
42831,23,m,straight,5,anything,2,never,graduated from college/university,white,69,education / academia,whatever,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,judaism,
29480,44,f,straight,2,anything,2,never,graduated from college/university,black,72,medicine / health,whatever,trying to quit,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,other,
22970,31,m,straight,5,anything,2,never,graduated from grad,white,73,medicine / health,does_not_matter,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,none,
43938,32,m,straight,3,vegan,2,never,graduated from college/university,mixed,70,artistic / musical / writer,whatever,trying to quit,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,atheism,
18347,29,f,straight,5,anything,2,never,graduated from college/university,asian,62,computer / hardware / software,does_not_matter,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,agnosticism,
