,0
8596,47
8597,38
8598,36
8599,41
8600,8
8601,24
8602,14
8603,27
8604,12
8605,28
8606,9
8607,5
8608,39
8609,22
8610,43
8611,39
8612,25
8613,40
8614,3
8615,11
8616,30
8617,48
8618,23
8619,33
8620,14
8621,27
8622,40
8623,12
8624,12
8625,27
8626,11
8627,31
8628,2
8629,17
8630,38
8631,43
8632,17
8633,40
8634,48
8635,13
8636,37
8637,40
8638,13
8639,32
8640,29
8641,6
8642,33
8643,24
8644,12
8645,46
8646,22
8647,40
8648,20
8649,41
8650,23
8651,30
8652,26
8653,1
8654,11
8655,45
8656,1
8657,1
8658,36
8659,1
8660,33
8661,25
8662,33
8663,12
8664,49
8665,10
8666,47
8667,35
8668,26
8669,3
8670,25
8671,48
8672,40
8673,19
8674,38
8675,31
8676,23
8677,43
8678,36
8679,44
8680,30
8681,18
8682,13
8683,23
8684,31
8685,46
8686,38
8687,46
8688,31
8689,47
8690,19
8691,14
8692,13
8693,21
8694,29
8695,32
8696,32
8697,18
8698,7
8699,11
8700,35
8701,29
8702,31
8703,38
8704,48
8705,27
8706,39
8707,27
8708,40
8709,45
8710,20
8711,26
8712,36
8713,15
8714,15
8715,16
8716,17
8717,13
8718,3
8719,36
8720,14
8721,7
8722,13
8723,10
8724,27
8725,27
8726,44
8727,34
8728,24
8729,10
8730,25
8731,14
8732,4
8733,6
8734,1
8735,30
8736,48
8737,44
8738,8
8739,2
8740,45
8741,23
8742,0
8743,23
8744,15
8745,49
8746,36
8747,33
8748,15
8749,23
8750,0
8751,31
8752,17
8753,18
8754,27
8755,25
8756,18
8757,26
8758,49
8759,22
8760,2
8761,2
8762,36
8763,20
8764,13
8765,28
8766,28
8767,33
8768,40
8769,15
8770,0
8771,10
8772,47
8773,1
8774,10
8775,17
8776,28
8777,46
8778,38
8779,26
8780,35
8781,25
8782,30
8783,32
8784,26
8785,20
8786,36
8787,14
8788,12
8789,11
8790,37
8791,25
8792,43
8793,17
8794,9
8795,11
8796,30
8797,22
8798,7
8799,27
8800,30
8801,49
8802,30
8803,41
8804,44
8805,18
8806,18
8807,45
8808,14
8809,40
8810,19
8811,27
8812,5
8813,6
8814,8
8815,36
8816,30
8817,39
8818,47
8819,40
8820,38
8821,39
8822,0
8823,8
8824,24
8825,3
8826,1
8827,47
8828,41
8829,25
8830,41
8831,27
8832,48
8833,26
8834,6
8835,32
8836,10
8837,7
8838,24
8839,17
8840,39
8841,17
8842,27
8843,11
8844,25
8845,22
8846,4
8847,17
8848,9
8849,41
8850,8
8851,39
8852,37
8853,1
8854,41
8855,16
8856,23
8857,35
8858,45
8859,26
8860,14
8861,35
8862,30
8863,14
8864,42
8865,25
8866,23
8867,35
8868,43
8869,19
8870,13
8871,36
8872,43
8873,17
8874,2
8875,49
8876,46
8877,38
8878,4
8879,33
8880,32
8881,26
8882,30
8883,10
8884,13
8885,36
8886,18
8887,24
8888,25
8889,29
8890,3
8891,21
8892,37
8893,6
8894,19
8895,41
8896,28
8897,39
8898,9
8899,0
8900,46
8901,35
8902,13
8903,29
8904,18
8905,17
8906,24
8907,14
8908,35
8909,27
8910,36
8911,36
8912,3
8913,23
8914,29
8915,40
8916,1
8917,26
8918,13
8919,48
8920,30
8921,44
8922,20
8923,20
8924,22
8925,25
8926,6
8927,20
8928,16
8929,23
8930,8
8931,9
8932,16
8933,25
8934,11
8935,10
8936,37
8937,18
8938,49
8939,20
8940,43
8941,20
8942,16
8943,20
8944,36
8945,26
8946,3
8947,15
8948,4
8949,25
8950,23
8951,41
8952,26
8953,26
8954,31
8955,33
8956,36
8957,9
8958,48
8959,31
8960,29
8961,9
8962,15
8963,40
8964,2
8965,46
8966,9
8967,1
8968,25
8969,32
8970,29
8971,9
8972,39
8973,31
8974,24
8975,18
8976,36
8977,33
8978,32
8979,16
8980,27
8981,24
8982,1
8983,10
8984,25
8985,33
8986,46
8987,7
8988,40
8989,38
8990,44
8991,48
8992,14
8993,12
8994,41
8995,27
8996,2
8997,26
8998,22
8999,13
9000,25
9001,33
9002,9
9003,1
9004,1
9005,11
9006,41
9007,4
9008,23
9009,9
9010,9
9011,13
9012,30
9013,9
9014,11
9015,15
9016,28
9017,16
9018,33
9019,19
9020,45
9021,2
9022,7
9023,15
9024,3
9025,39
9026,49
9027,23
9028,28
9029,18
9030,6
9031,13
9032,49
9033,32
9034,36
9035,6
9036,20
9037,30
9038,23
9039,47
9040,19
9041,31
9042,31
9043,31
9044,20
9045,30
9046,2
9047,23
9048,48
9049,27
9050,20
9051,32
9052,44
9053,32
9054,7
9055,31
9056,45
9057,34
9058,3
9059,9
9060,29
9061,23
9062,46
9063,42
9064,45
9065,49
9066,11
9067,46
9068,20
9069,26
9070,8
9071,40
9072,22
9073,40
9074,9
9075,37
9076,33
9077,30
9078,6
9079,27
9080,38
9081,36
9082,30
9083,1
9084,43
9085,46
9086,46
9087,4
9088,35
9089,18
9090,46
9091,40
9092,37
9093,48
9094,11
9095,31
9096,48
9097,40
9098,15
9099,40
9100,0
9101,36
9102,47
9103,19
9104,43
9105,41
9106,42
9107,37
9108,13
9109,6
9110,25
9111,13
9112,17
9113,48
9114,31
9115,30
9116,32
9117,23
9118,49
9119,14
9120,8
9121,11
9122,29
9123,18
9124,46
9125,3
9126,35
9127,30
9128,42
9129,2
9130,1
9131,18
9132,12
9133,41
9134,11
9135,27
9136,22
9137,6
9138,6
9139,31
9140,32
9141,32
9142,19
9143,15
9144,46
9145,35
9146,39
9147,15
9148,28
9149,33
9150,3
9151,13
9152,18
9153,4
9154,17
9155,26
9156,11
9157,4
9158,10
9159,11
9160,4
9161,4
9162,22
9163,39
9164,47
9165,1
9166,24
9167,26
9168,1
9169,22
9170,20
9171,38
9172,32
9173,40
9174,30
9175,23
9176,11
9177,26
9178,13
9179,8
9180,33
9181,36
9182,4
9183,49
9184,25
9185,22
9186,12
9187,12
9188,46
9189,34
9190,47
9191,24
9192,9
9193,13
9194,5
9195,45
9196,30
9197,23
9198,17
9199,9
9200,3
9201,9
9202,49
9203,3
9204,25
9205,40
9206,49
9207,32
9208,31
9209,16
9210,19
9211,38
9212,20
9213,1
9214,23
9215,40
9216,22
9217,34
9218,17
9219,32
9220,17
9221,24
9222,45
9223,46
9224,2
9225,18
9226,25
9227,1
9228,10
9229,35
9230,4
9231,28
9232,17
9233,4
9234,9
9235,2
9236,16
9237,33
9238,43
9239,40
9240,21
9241,20
9242,36
9243,25
9244,25
9245,12
9246,38
9247,1
9248,10
9249,33
9250,12
9251,25
9252,36
9253,9
9254,41
9255,7
9256,3
9257,16
9258,12
9259,43
9260,18
9261,14
9262,23
9263,40
9264,38
9265,37
9266,12
9267,26
9268,31
9269,8
9270,3
9271,48
9272,46
9273,1
9274,31
9275,41
9276,16
9277,21
9278,35
9279,12
9280,44
9281,23
9282,16
9283,14
9284,18
9285,26
9286,31
9287,47
9288,32
9289,24
9290,24
9291,23
9292,47
9293,24
9294,10
9295,30
9296,12
9297,8
9298,20
9299,24
9300,30
9301,3
9302,24
9303,20
9304,32
9305,29
9306,32
9307,25
9308,15
9309,13
9310,20
9311,2
9312,35
9313,9
9314,22
9315,10
9316,23
9317,9
9318,23
9319,9
9320,14
9321,11
9322,38
9323,8
9324,44
9325,2
9326,32
9327,13
9328,46
9329,25
9330,20
9331,40
9332,10
9333,17
9334,24
9335,48
9336,13
9337,20
9338,40
9339,36
9340,27
9341,36
9342,48
9343,48
9344,38
9345,27
9346,13
9347,45
9348,20
9349,16
9350,16
9351,0
9352,32
9353,25
9354,2
9355,22
9356,13
9357,32
9358,41
9359,13
9360,15
9361,3
9362,37
9363,17
9364,27
9365,14
9366,27
9367,22
9368,12
9369,1
9370,17
9371,26
9372,33
9373,15
9374,9
9375,27
9376,2
9377,38
9378,3
9379,15
9380,24
9381,13
9382,33
9383,19
9384,32
9385,41
9386,40
9387,7
9388,14
9389,2
9390,11
9391,10
9392,12
9393,44
9394,0
9395,2
9396,3
9397,11
9398,25
9399,40
9400,14
9401,41
9402,11
9403,49
9404,4
9405,28
9406,25
9407,5
9408,6
9409,39
9410,17
9411,22
9412,39
9413,29
9414,44
9415,6
9416,26
9417,33
9418,17
9419,39
9420,22
9421,0
9422,37
9423,28
9424,6
9425,16
9426,7
9427,43
9428,44
9429,22
9430,15
9431,13
9432,39
9433,39
9434,15
9435,32
9436,23
9437,39
9438,9
9439,2
9440,18
9441,17
9442,28
9443,37
9444,19
9445,30
9446,29
9447,49
9448,40
9449,13
9450,9
9451,29
9452,15
9453,46
9454,2
9455,13
9456,23
9457,19
9458,40
9459,14
9460,35
9461,41
9462,9
9463,38
9464,20
9465,7
9466,1
9467,32
9468,40
9469,43
9470,17
9471,24
9472,24
9473,34
9474,48
9475,32
9476,22
9477,38
9478,2
9479,42
9480,49
9481,40
9482,1
9483,32
9484,25
9485,10
9486,21
9487,48
9488,37
9489,9
9490,7
9491,40
9492,14
9493,27
9494,25
9495,33
9496,4
9497,6
9498,20
9499,6
9500,33
9501,18
9502,19
9503,14
9504,48
9505,31
9506,28
9507,1
9508,1
9509,43
9510,41
9511,46
9512,13
9513,30
9514,34
9515,49
9516,44
9517,30
9518,17
9519,0
9520,32
9521,33
9522,40
9523,2
9524,23
9525,25
9526,32
9527,31
9528,16
9529,1
9530,30
9531,48
9532,7
9533,34
9534,6
9535,15
9536,43
9537,33
9538,19
9539,35
9540,28
9541,49
9542,29
9543,39
9544,34
9545,38
9546,49
9547,38
9548,18
9549,44
9550,26
9551,37
9552,46
9553,11
9554,11
9555,1
9556,5
9557,44
9558,22
9559,39
9560,17
9561,22
9562,45
9563,17
9564,23
9565,1
9566,34
9567,29
9568,12
9569,9
9570,2
9571,40
9572,30
9573,41
9574,13
9575,6
9576,43
9577,21
9578,2
9579,29
9580,13
9581,22
9582,23
9583,41
9584,22
9585,40
9586,40
9587,44
9588,16
9589,15
9590,32
9591,41
9592,33
9593,15
9594,28
9595,47
9596,41
9597,41
9598,34
9599,26
9600,3
9601,30
9602,43
9603,13
9604,17
9605,18
9606,28
9607,32
9608,22
9609,48
9610,23
9611,15
9612,12
9613,12
9614,9
9615,25
9616,45
9617,2
9618,23
9619,48
9620,11
9621,34
9622,11
9623,2
9624,20
9625,6
9626,23
9627,6
9628,23
9629,40
9630,30
9631,18
9632,43
9633,47
9634,3
9635,34
9636,48
9637,20
9638,1
9639,36
9640,34
9641,48
9642,25
9643,11
9644,35
9645,37
9646,13
9647,41
9648,45
9649,6
9650,48
9651,25
9652,40
9653,30
9654,10
9655,11
9656,31
9657,1
9658,34
9659,10
9660,9
9661,41
9662,36
9663,27
9664,49
9665,39
9666,2
9667,37
9668,48
9669,36
9670,47
9671,32
9672,30
9673,39
9674,0
9675,13
9676,28
9677,1
9678,46
9679,23
9680,43
9681,42
9682,29
9683,48
9684,15
9685,0
9686,39
9687,3
9688,17
9689,43
9690,28
9691,4
9692,3
9693,46
9694,7
9695,11
9696,25
9697,37
9698,30
9699,22
9700,22
9701,36
9702,44
9703,34
9704,34
9705,25
9706,20
9707,6
9708,33
9709,26
9710,18
9711,9
9712,18
9713,45
9714,16
9715,49
9716,12
9717,40
9718,7
9719,20
9720,27
9721,4
9722,2
9723,31
9724,34
9725,45
9726,12
9727,18
9728,32
9729,32
9730,12
9731,41
9732,40
9733,23
9734,41
9735,23
9736,41
9737,48
9738,45
9739,44
9740,11
9741,30
9742,2
9743,8
9744,34
9745,42
9746,12
9747,25
9748,37
9749,24
9750,18
9751,7
9752,31
9753,11
9754,23
9755,3
9756,33
9757,3
9758,16
9759,7
9760,20
9761,36
9762,4
9763,41
9764,14
9765,4
9766,18
9767,29
9768,40
9769,11
9770,10
9771,10
9772,29
9773,12
9774,22
9775,13
9776,2
9777,6
9778,47
9779,24
9780,10
9781,25
9782,29
9783,19
9784,17
9785,9
9786,10
9787,7
9788,27
9789,11
9790,27
9791,47
9792,39
9793,15
9794,20
9795,3
9796,20
9797,6
9798,40
9799,20
9800,1
9801,19
9802,14
9803,13
9804,47
9805,28
9806,48
9807,32
9808,25
9809,13
9810,11
9811,32
9812,2
9813,40
9814,26
9815,13
9816,9
9817,33
9818,23
9819,47
9820,44
9821,17
9822,17
9823,40
9824,35
9825,44
9826,29
9827,39
9828,17
9829,23
9830,41
9831,28
9832,46
9833,40
9834,40
9835,12
9836,49
9837,2
9838,15
9839,18
9840,22
9841,44
9842,17
9843,33
9844,40
9845,19
9846,8
9847,34
9848,26
9849,37
9850,17
9851,32
9852,30
9853,19
9854,14
9855,28
9856,25
9857,43
9858,17
9859,6
9860,46
9861,13
9862,7
9863,17
9864,29
9865,36
9866,7
9867,43
9868,34
9869,18
9870,43
9871,33
9872,4
9873,42
9874,40
9875,11
9876,1
9877,28
9878,43
9879,20
9880,35
9881,38
9882,39
9883,7
9884,18
9885,26
9886,13
9887,7
9888,41
9889,37
9890,39
9891,3
9892,34
9893,28
9894,44
9895,49
9896,37
9897,17
9898,48
9899,43
9900,35
9901,20
9902,36
9903,38
9904,27
9905,9
9906,1
9907,2
9908,1
9909,9
9910,13
9911,9
9912,15
9913,33
9914,13
9915,2
9916,44
9917,31
9918,4
9919,31
9920,18
9921,48
9922,49
9923,1
9924,28
9925,27
9926,17
9927,6
9928,14
9929,43
9930,6
9931,22
9932,40
9933,9
9934,48
9935,26
9936,14
9937,37
9938,15
9939,6
9940,34
9941,0
9942,46
9943,39
9944,0
9945,12
9946,6
9947,45
9948,22
9949,49
9950,17
9951,47
9952,9
9953,1
9954,41
9955,43
9956,14
9957,39
9958,2
9959,39
9960,22
9961,28
9962,1
9963,46
9964,48
9965,25
9966,44
9967,23
9968,42
9969,14
9970,14
9971,9
9972,28
9973,23
9974,29
9975,35
9976,8
9977,32
9978,29
9979,21
9980,12
9981,33
9982,27
9983,4
9984,40
9985,46
9986,6
9987,1
9988,23
9989,3
9990,44
9991,39
9992,26
9993,11
9994,12
9995,28
9996,28
9997,41
9998,49
9999,6
